所管,組織,,,,,,,,,                        項目,平成29年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,012,2,12,9,06,,諸謝金,"5,512","5,512",0
,,,95,012,2,12,2,08,,議員旅費,"161,965","161,965",0
,,,95,012,2,12,2,08,,議員文書通信交通滞在費,"2,904,000","2,969,000","△ 65,000"
,,,95,012,2,12,2,08,,議会雑費,"29,700","29,700",0
,,,95,012,2,12,2,08,,職員旅費,"87,445","87,445",0
,,,95,012,2,12,2,08,,赴任旅費,"2,674","2,674",0
,,,95,012,2,12,2,08,,証人等旅費,"10,584","10,584",0
,,,95,012,2,12,3,09,,庁費,"617,899","617,420",479
,,,95,012,2,12,3,09,,情報処理業務庁費,"1,025,093","1,049,863","△ 24,770"
,,,95,012,2,12,3,09,,議員会館管理等運営庁費,"2,544,247","2,608,139","△ 63,892"
,,,95,012,2,12,3,09,,議員特殊乗車券等購入費,"446,243","445,539",704
,,,95,012,2,12,3,09,,国会活動啓発費,"21,576","23,566","△ 1,990"
,,,95,012,2,12,3,09,,議案類印刷費,"470,002","487,198","△ 17,196"
,,,95,012,2,12,3,09,,招へい外国人滞在費,"50,870","50,870",0
,,,95,012,2,12,3,09,,各所修繕,"61,645","61,645",0
,,,95,012,2,12,3,09,,国政調査活動費,"223,023","249,652","△ 26,629"
,,,95,012,2,12,3,09,,公共施設等維持管理運営費,"1,316,303","1,423,639","△ 107,336"
,,,95,199,2,13,3,09,,自動車重量税,797,"1,124",△ 327
,,,95,012,2,12,3,11,,立法事務費,"1,887,600","1,887,600",0
,,,95,012,2,11,5,16,,国家公務員共済組合負担金,"1,771,717","1,773,681","△ 1,964"
,,,95,012,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"397,274","428,712","△ 31,438"
,,,95,012,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,835,"1,995","△ 1,160"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"307,846","296,014","11,832"
,,,95,012,2,12,9,17,,交際費,"30,453","30,453",0
,,,95,012,2,95,9,18,,賠償償還及払戻金,"2,360","2,360",0
,,012,,,,,,,参議院施設費,,"5,758,207","5,457,112","301,095"
,,,95,012,1,20,2,08,,施設施工旅費,875,875,0
,,,95,012,1,20,3,09,,施設施工庁費,"95,102","60,817","34,285"
,,,95,012,1,20,4,15,,施設整備費,"1,393,793","1,126,983","266,810"
,,,95,012,1,20,4,15,,不動産購入費,"4,268,437","4,268,437",0
,,019,,,,,,,参議院予備経費,,"5,000","5,000",0
,,,95,012,2,95,9,99,,(国会予備経費),"5,000","5,000",0
,国立国会図書館,,,,,,,,,,"22,213,199","19,556,320","2,656,879"
,,021,,,,,,,国立国会図書館,,"18,083,495","18,130,198","△ 46,703"
,,,95,012,2,11,1,02,,職員基本給,"4,571,080","4,554,570","16,510"
,,,95,012,2,11,1,03,,職員諸手当,"2,386,261","2,341,333","44,928"
,,,95,012,2,11,1,04,,超過勤務手当,"461,518","456,012","5,506"
,,,95,012,2,11,1,05,,非常勤職員手当,"193,179","192,267",912
,,,95,012,2,11,1,05,,休職者給与,"36,600","34,976","1,624"
,,,95,012,2,11,1,05,,短時間勤務職員給与,"56,032","65,794","△ 9,762"
,,,95,012,2,15,1,05,,公務災害補償費,"2,094","1,100",994
,,,95,012,2,11,1,05,,退職手当,"436,733","561,687","△ 124,954"
,,,95,089,2,11,1,05,,児童手当,"27,760","27,590",170
,,,95,012,2,12,9,06,,諸謝金,"23,733","23,733",0
,,,95,012,2,12,2,08,,職員旅費,"58,017","58,017",0
,,,95,012,2,12,2,08,,赴任旅費,"10,015","10,015",0
,,,95,012,2,12,2,08,,委員等旅費,"3,405","3,405",0
,,,95,012,2,12,2,08,,外国人招へい旅費,"5,257","5,257",0
,,,95,012,2,12,3,09,,庁費,"55,608","43,871","11,737"
,,,95,012,2,12,3,09,,国立国会図書館業務庁費,"4,625,402","4,626,255",△ 853
,,,95,012,2,12,3,09,,図書館資料購入費,"789,577","787,807","1,770"
,,,95,012,2,12,3,09,,立法資料購入費,"62,795","62,795",0
,,,13,012,2,12,3,09,,科学技術関係資料費,"1,093,437","1,093,127",310
,,,95,012,2,12,3,09,,特殊文書関係資料整備費,"67,533","67,533",0
,,,95,012,2,12,3,09,,電子計算機等借料,"1,194,434","1,177,477","16,957"
,,,95,012,2,12,3,09,,招へい外国人滞在費,"4,575","4,575",0
,,,95,012,2,12,3,09,,各所修繕,"77,279","77,146",133
,,,95,199,2,13,3,09,,自動車重量税,46,179,△ 133
,,,95,012,2,11,5,16,,国家公務員共済組合負担金,"1,163,545","1,152,808","10,737"
,,,95,012,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"268,828","289,219","△ 20,391"
,,,95,012,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,0,"2,178","△ 2,178"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"2,923","3,008",△ 85
,,,95,012,2,72,5,16,,国際図書館連盟等拠出金,"14,897","15,531",△ 634
,,,95,012,2,12,9,17,,交際費,640,640,0
,,,95,012,2,95,9,18,,賠償償還及払戻金,44,44,0
,,,95,012,2,95,9,20,,納入出版物代償金,"390,248","390,249",△ 1
,,022,,,,,,,国立国会図書館施設費,,"4,129,704","1,426,122","2,703,582"
,,,95,012,1,20,2,08,,施設施工旅費,"1,475","1,475",0
,,,95,012,1,20,3,09,,施設施工庁費,"48,149","52,087","△ 3,938"
,,,95,012,1,20,4,15,,施設整備費,"4,080,080","1,372,560","2,707,520"
,裁判官訴追委員会,,,,,,,,,,"129,769","128,217","1,552"
,,031,,,,,,,裁判官訴追委員会,,"129,769","128,217","1,552"
,,,95,012,2,11,1,02,,職員基本給,"72,361","72,283",78
,,,95,012,2,11,1,03,,職員諸手当,"35,663","34,407","1,256"
,,,95,012,2,11,1,04,,超過勤務手当,"4,463","4,454",9
,,,95,012,2,11,1,05,,非常勤職員手当,"8,271","7,642",629
,,,95,089,2,11,1,05,,児童手当,"1,140","1,560",△ 420
,,,95,012,2,12,9,06,,諸謝金,100,100,0
,,,95,012,2,12,2,08,,職務雑費,900,900,0
,,,95,012,2,12,2,08,,職員旅費,888,888,0
,,,95,012,2,12,2,08,,委員旅費,890,890,0
,,,95,012,2,12,2,08,,証人等旅費,324,324,0
,,,95,012,2,12,3,09,,庁費,"4,769","4,769",0
,裁判官弾劾裁判所,,,,,,,,,,"112,397","112,063",334
,,041,,,,,,,裁判官弾劾裁判所,,"112,397","112,063",334
,,,95,012,2,11,1,02,,職員基本給,"66,355","66,508",△ 153
,,,95,012,2,11,1,03,,職員諸手当,"35,898","35,112",786
,,,95,012,2,11,1,04,,超過勤務手当,"2,975","2,956",19
,,,95,089,2,11,1,05,,児童手当,480,480,0
,,,95,012,2,12,9,06,,諸謝金,159,159,0
,,,95,012,2,12,2,08,,職務雑費,900,900,0
,,,95,012,2,12,2,08,,職員旅費,399,399,0
,,,95,012,2,12,2,08,,委員旅費,276,276,0
,,,95,012,2,12,2,08,,証人等旅費,43,43,0
,,,95,012,2,12,3,09,,庁費,"4,912","5,205",△ 293
,,,95,199,2,13,3,09,,自動車重量税,0,25,△ 25
裁判所,裁判所,,,,,,,,,,"317,702,810","319,798,736","△ 2,095,926"
,,001,,,,,,,最高裁判所,,"75,628,647","75,485,918","142,729"
,,,95,014,2,11,1,02,,職員基本給,"5,230,163","5,232,541","△ 2,378"
,,,95,014,2,11,1,03,,職員諸手当,"2,660,737","2,597,656","63,081"
,,,95,014,2,11,1,04,,超過勤務手当,"734,144","727,995","6,149"
,,,95,014,2,11,1,05,,委員手当,"16,482","16,592",△ 110
,,,95,014,2,11,1,05,,非常勤職員手当,"8,654","8,654",0
,,,95,014,2,11,1,05,,休職者給与,"381,265","386,859","△ 5,594"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"3,086","3,086",0
,,,95,014,2,15,1,05,,公務災害補償費,"97,390","102,936","△ 5,546"
,,,95,014,2,11,1,05,,退職手当,"16,241,308","15,160,871","1,080,437"
,,,95,089,2,11,1,05,,児童手当,"61,600","60,185","1,415"
,,,95,014,2,12,9,06,,諸謝金,"249,781","261,974","△ 12,193"
,,,95,014,2,71,9,06,,修習給付金,"1,152,375",0,"1,152,375"
,,,95,014,2,12,2,08,,職員旅費,"681,470","685,733","△ 4,263"
,,,95,014,2,12,2,08,,外国留学旅費,"59,583","64,838","△ 5,255"
,,,95,014,2,12,2,08,,赴任旅費,"545,145","543,348","1,797"
,,,95,014,2,12,2,08,,委員等旅費,"10,714","10,956",△ 242
,,,95,014,2,12,2,08,,司法修習生旅費,"122,304","241,666","△ 119,362"
,,,95,014,2,12,2,08,,外国人招へい旅費,"4,006","2,733","1,273"
,,,95,014,2,12,2,08,,証人等旅費,12,12,0
,,,95,014,2,12,3,09,,庁費,"1,180,668","1,090,436","90,232"
,,,95,014,2,12,3,09,,情報処理業務庁費,"424,614","446,325","△ 21,711"
,,,95,014,2,12,3,09,,裁判資料整備費,"496,162","486,437","9,725"
,,,95,014,2,12,3,09,,研修費,"399,556","386,764","12,792"
,,,95,014,2,12,3,09,,国会図書館支部庁費,"45,816","45,816",0
,,,95,014,2,12,3,09,,裁判官等法服費,"5,294","5,294",0
,,,95,014,2,12,3,09,,招へい外国人滞在費,"2,483","1,602",881
,,,95,014,2,12,3,09,,各所修繕,"1,036,317","984,682","51,635"
,,,95,199,2,13,3,09,,自動車重量税,544,861,△ 317
,,,95,014,2,12,5,14,,司法修習生研修委託費,"99,879","112,988","△ 13,109"
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"33,138,276","32,792,336","345,940"
,,,95,014,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"7,479,585","8,041,413","△ 561,828"
,,,95,014,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"14,760","70,523","△ 55,763"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"163,410","178,129","△ 14,719"
,,,95,014,2,72,5,16,,国際裁判官連合分担金,274,312,△ 38
,,,95,014,2,12,9,17,,交際費,"2,094","2,094",0
,,,95,014,2,95,9,18,,賠償償還及払戻金,"6,076","6,076",0
,,,95,014,2,95,9,23,,修習資金貸与金,"2,872,620","4,725,195","△ 1,852,575"
,,002,,,,,,,下級裁判所,,"206,958,070","205,757,795","1,200,275"
,,,95,014,2,11,1,02,,職員基本給,"127,149,281","127,429,216","△ 279,935"
,,,95,014,2,11,1,03,,職員諸手当,"61,524,717","60,332,683","1,192,034"
,,,95,014,2,11,1,04,,超過勤務手当,"3,515,294","3,483,885","31,409"
,,,95,014,2,11,1,05,,委員手当,"7,193,669","7,166,092","27,577"
,,,95,014,2,11,1,05,,非常勤職員手当,"110,968","110,968",0
,,,95,014,2,11,1,05,,短時間勤務職員給与,"9,258","9,258",0
,,,95,089,2,11,1,05,,児童手当,"1,034,970","1,065,605","△ 30,635"
,,,95,014,2,12,9,06,,諸謝金,"69,083","73,094","△ 4,011"
,,,95,014,2,12,2,08,,職員旅費,"213,481","197,768","15,713"
,,,95,014,2,12,2,08,,委員等旅費,"450,104","450,432",△ 328
,,,95,014,2,12,3,09,,庁費,"4,083,458","4,175,648","△ 92,190"
,,,95,014,2,12,3,09,,情報処理業務庁費,"149,754","129,344","20,410"
,,,95,014,2,12,3,09,,国有財産管理処分庁費,"166,140","84,932","81,208"
,,,95,014,2,20,3,09,,法廷等器具整備費,"918,556","619,239","299,317"
,,,95,014,2,12,3,09,,土地建物借料,"139,414","122,208","17,206"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"222,500","299,299","△ 76,799"
,,,95,199,2,13,3,09,,自動車重量税,"4,750","5,451",△ 701
,,,95,014,2,12,9,17,,交際費,"2,673","2,673",0
,,003,,,,,,,検察審査費,,"319,176","319,161",15
,,,95,014,2,11,1,05,,委員手当,"4,237","4,513",△ 276
,,,95,014,2,12,2,08,,職員旅費,518,518,0
,,,95,014,2,12,2,08,,委員等旅費,183,195,△ 12
,,,95,014,2,12,2,08,,検察審査員旅費,"259,168","260,748","△ 1,580"
,,,95,014,2,12,2,08,,証人等旅費,139,139,0
,,,95,014,2,12,3,09,,庁費,"54,931","53,048","1,883"
,,004,,,,,,,裁判費,,"18,917,371","19,124,553","△ 207,182"
,,,95,014,2,12,9,06,,諸謝金,"1,970,731","2,097,325","△ 126,594"
,,,95,014,2,12,2,08,,裁判旅費,"266,517","266,517",0
,,,95,014,2,12,2,08,,執行官旅費,"40,869","46,298","△ 5,429"
,,,95,014,2,12,2,08,,委員等旅費,"1,794,987","1,834,017","△ 39,030"
,,,95,014,2,12,2,08,,証人等旅費,"141,272","159,669","△ 18,397"
,,,95,014,2,12,3,09,,裁判庁費,"13,360,320","12,995,950","364,370"
,,,95,014,2,12,3,09,,特別送達料,"606,724","624,181","△ 17,457"
,,,95,014,2,12,3,09,,身柄拘束者食糧費,413,413,0
,,,95,014,2,12,5,14,,少年補導委託費,"100,144","153,965","△ 53,821"
,,,95,014,2,95,9,18,,賠償償還及払戻金,"313,314","433,844","△ 120,530"
,,,95,014,2,95,9,19,,保証金,"10,000","10,000",0
,,,95,014,2,95,9,20,,刑事補償金,"302,059","492,353","△ 190,294"
,,,95,014,2,95,9,20,,少年補償金,"10,021","10,021",0
,,005,,,,,,,裁判所施設費,,"15,871,546","19,103,309","△ 3,231,763"
,,,95,014,1,20,2,08,,施設施工旅費,"82,805","98,612","△ 15,807"
,,,95,014,1,20,3,09,,施設施工庁費,"572,570","865,097","△ 292,527"
,,,95,014,1,20,4,15,,施設整備費,"14,619,718","17,361,998","△ 2,742,280"
,,,95,014,1,20,4,15,,不動産購入費,"596,453","777,602","△ 181,149"
,,009,,,,,,,裁判所予備経費,,"8,000","8,000",0
,,,95,014,2,95,9,99,,(裁判所予備経費),"8,000","8,000",0
会計検査院,会計検査院,,,,,,,,,,"17,271,415","16,895,744","375,671"
,,001,,,,,,,会計検査院,,"17,172,004","16,763,791","408,213"
,,,95,016,2,11,1,02,,職員基本給,"6,247,280","6,299,223","△ 51,943"
,,,95,016,2,11,1,03,,職員諸手当,"3,228,150","3,184,689","43,461"
,,,95,016,2,11,1,04,,超過勤務手当,"977,264","977,345",△ 81
,,,95,016,2,11,1,05,,委員手当,"2,144","2,144",0
,,,95,016,2,11,1,05,,非常勤職員手当,"15,125","15,038",87
,,,95,016,2,11,1,05,,休職者給与,"27,737","14,278","13,459"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,238,482,△ 244
,,,95,016,2,11,1,05,,短時間勤務職員給与,"211,134","209,552","1,582"
,,,95,016,2,15,1,05,,公務災害補償費,"13,063","13,009",54
,,,95,016,2,11,1,05,,退職手当,"1,317,894","1,130,636","187,258"
,,,95,089,2,11,1,05,,児童手当,"50,005","52,165","△ 2,160"
,,,95,016,2,12,9,06,,諸謝金,"8,368","8,110",258
,,,95,016,2,12,2,08,,職員旅費,"47,471","38,229","9,242"
,,,95,016,2,12,2,08,,検査旅費,"506,859","546,695","△ 39,836"
,,,95,016,2,12,2,08,,外国留学旅費,"7,873","7,945",△ 72
,,,95,016,2,12,2,08,,赴任旅費,"6,574","6,337",237
,,,95,016,2,12,2,08,,委員等旅費,"3,210","3,693",△ 483
,,,95,016,2,12,2,08,,外国人招へい旅費,"6,984","7,234",△ 250
,,,95,016,2,12,3,09,,庁費,"225,999","226,279",△ 280
,,,95,016,2,12,3,09,,研修所庁費,"114,785","113,807",978
,,,95,016,2,12,3,09,,会計検査情報処理業務庁費,"1,010,708","742,625","268,083"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,535","1,535",0
,,,95,016,2,12,3,09,,通信専用料,815,817,△ 2
,,,95,016,2,12,3,09,,電子計算機等借料,"168,648","139,436","29,212"
,,,95,016,2,12,3,09,,招へい外国人滞在費,"1,015","1,015",0
,,,95,016,2,12,3,09,,各所修繕,"16,677","16,083",594
,,,95,016,2,12,3,09,,会計検査活動費,"229,247","220,291","8,956"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"478,529","473,455","5,074"
,,,95,016,2,12,3,09,,官民区分所有施設維持管理運営費,"135,535","158,594","△ 23,059"
,,,95,199,2,13,3,09,,自動車重量税,144,75,69
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,708,012","1,712,784","△ 4,772"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"393,074","429,301","△ 36,227"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"1,005","1,073",△ 68
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,292,511,△ 219
,,,95,016,2,72,5,16,,最高会計検査機関国際組織分担金,"2,846","3,091",△ 245
,,,95,016,2,72,5,16,,最高会計検査機関国際組織拠出金,"4,950","5,400",△ 450
,,,95,016,2,12,9,17,,交際費,805,805,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,10,10,0
,,002,,,,,,,会計検査院施設費,,"99,411","131,953","△ 32,542"
,,,95,016,1,20,2,08,,施設施工旅費,694,959,△ 265
,,,95,016,1,20,3,09,,施設施工庁費,"1,351","13,272","△ 11,921"
,,,95,016,1,20,4,15,,施設整備費,"97,366","117,722","△ 20,356"
内閣,内閣官房,,,,,,,,,,"96,551,119","123,348,750","△ 26,797,631"
,,001,,,,,,,内閣官房共通費,,"33,333,596","43,153,402","△ 9,819,806"
,,,95,016,2,11,1,02,,職員基本給,"6,484,095","6,239,044","245,051"
,,,95,016,2,11,1,03,,職員諸手当,"3,282,250","3,090,119","192,131"
,,,95,016,2,11,1,04,,超過勤務手当,"988,529","963,533","24,996"
,,,95,016,2,11,1,05,,委員手当,"17,178","21,962","△ 4,784"
,,,95,016,2,11,1,05,,非常勤職員手当,"884,838","895,751","△ 10,913"
,,,95,016,2,11,1,05,,休職者給与,"11,046","11,018",28
,,,95,016,2,11,1,05,,短時間勤務職員給与,"138,513","127,268","11,245"
,,,95,016,2,11,1,05,,退職手当,"1,028,346","844,036","184,310"
,,,95,089,2,11,1,05,,児童手当,"61,145","70,170","△ 9,025"
,,,95,016,2,12,9,06,,諸謝金,"1,443,621","1,705,673","△ 262,052"
,,,95,016,2,95,9,07,,報償費,"1,461,652","1,461,652",0
,,,95,016,2,12,2,08,,職員旅費,"733,054","798,809","△ 65,755"
,,,95,016,2,12,2,08,,赴任旅費,"5,047","5,123",△ 76
,,,95,016,2,12,2,08,,委員等旅費,"165,890","178,424","△ 12,534"
,,,95,016,2,12,2,08,,外国人招へい旅費,"4,873","4,873",0
,,,95,016,2,12,3,09,,庁費,"2,094,883","2,160,697","△ 65,814"
,,,95,016,2,12,3,09,,情報処理業務庁費,"6,912,009","6,909,275","2,734"
,,,95,016,2,12,3,09,,総理大臣官邸業務庁費,"1,958,939","1,740,284","218,655"
,,,95,016,2,12,3,09,,拉致問題対策庁費,"520,720","498,724","21,996"
,,,95,016,2,12,3,09,,電子計算機等借料,"173,995","90,616","83,379"
,,,95,016,2,12,3,09,,土地建物借料,"254,557","286,719","△ 32,162"
,,,95,016,2,12,3,09,,各所修繕,"31,988","41,868","△ 9,880"
,,,95,016,2,12,3,09,,拉致問題対策情報収集等活動費,"600,000","600,000",0
,,,95,016,2,12,3,09,,国家安全保障政策活動費,"120,000","120,000",0
,,,95,016,2,12,3,09,,国際テロ情報収集等活動費,"120,000","620,000","△ 500,000"
,,,95,199,2,13,3,09,,自動車重量税,964,"1,008",△ 44
,,,95,016,2,12,5,14,,重要政策基礎調査委託費,"346,368","598,983","△ 252,615"
,,,95,016,2,12,5,14,,情報調査委託費,"757,954","757,954",0
,,,95,016,2,12,5,14,,社会保障・税番号制度システム開発等委託費,"148,035","9,939,362","△ 9,791,327"
,,,95,016,2,12,5,14,,健康・医療戦略推進調査委託費,"70,000","31,964","38,036"
,,,95,016,2,12,5,14,,サイバーセキュリティ施策評価事務委託費,"304,007","193,716","110,291"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,814,663","1,740,598","74,065"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"382,325","391,518","△ 9,193"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,71,620,△ 549
,,,95,016,2,12,9,17,,交際費,"11,841","11,841",0
,,,95,016,2,95,9,18,,賠償償還及払戻金,200,200,0
,,002,,,,,,,内閣官房施設費,,"1,266,335","858,143","408,192"
,,,95,016,1,20,2,08,,施設施工旅費,280,280,0
,,,95,016,1,20,3,09,,施設施工庁費,"71,267","69,831","1,436"
,,,95,016,1,20,4,15,,施設整備費,"1,194,788","788,032","406,756"
,,003,,,,,,,情報収集衛星業務費,,"58,608,881","77,799,985","△ 19,191,104"
,,,95,016,2,12,9,06,,諸謝金,"155,186","168,056","△ 12,870"
,,,95,016,2,12,2,08,,職員旅費,"74,279","74,654",△ 375
,,,95,016,2,12,2,08,,委員等旅費,678,678,0
,,,95,016,2,12,3,09,,情報収集衛星業務庁費,"8,610,882","8,207,404","403,478"
,,,95,016,2,12,3,09,,通信専用料,"679,846","643,098","36,748"
,,,95,016,2,12,3,09,,土地建物借料,"25,380","25,380",0
,,,95,016,2,12,3,09,,各所修繕,"17,733","24,812","△ 7,079"
,,,95,199,2,13,3,09,,自動車重量税,0,251,△ 251
,,,95,016,2,12,5,14,,情報収集衛星システム開発等委託費,"49,044,897","68,655,652","△ 19,610,755"
,,004,,,,,,,情報収集衛星施設費,,"3,342,307","1,537,220","1,805,087"
,,,95,016,1,20,2,08,,施設施工旅費,"2,978","2,949",29
,,,95,016,1,20,3,09,,施設施工庁費,"116,694","102,862","13,832"
,,,95,016,1,20,4,15,,施設整備費,"3,222,635","1,431,409","1,791,226"
,内閣法制局,,,,,,,,,,"1,187,188","1,284,355","△ 97,167"
,,011,,,,,,,内閣法制局,,"1,187,188","1,284,355","△ 97,167"
