所管,組織,,,,,,,,,                        項目,平成30年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,011,,,,,,,参議院,,"39,001,203","38,447,074","554,129"
,,,95,012,2,11,1,01,,議員歳費,"5,275,762","5,252,974","22,788"
,,,95,012,2,11,1,02,,職員基本給,"6,526,059","6,556,254","△ 30,195"
,,,95,012,2,11,1,03,,職員諸手当,"3,360,019","3,283,979","76,040"
,,,95,012,2,11,1,04,,超過勤務手当,"1,115,335","1,119,950","△ 4,615"
,,,95,012,2,11,1,05,,議員秘書手当,"6,393,497","6,304,587","88,910"
,,,95,012,2,11,1,05,,非常勤職員手当,"154,364","146,259","8,105"
,,,95,012,2,11,1,05,,休職者給与,"32,783","32,323",460
,,,95,012,2,11,1,05,,短時間勤務職員給与,"82,772","82,170",602
,,,95,012,2,15,1,05,,公務災害補償費,"2,848","2,848",0
,,,95,012,2,11,1,05,,退職手当,"1,507,471","1,007,727","499,744"
,,,95,012,2,11,1,05,,議員秘書退職手当,"172,911","189,472","△ 16,561"
,,,95,012,2,15,1,05,,弔慰金,"41,408","41,408",0
,,,95,089,2,11,1,05,,児童手当,"48,480","49,460",△ 980
,,,95,012,2,12,9,06,,諸謝金,"5,512","5,512",0
,,,95,012,2,12,2,08,,議員旅費,"161,965","161,965",0
,,,95,012,2,12,2,08,,議員文書通信交通滞在費,"2,904,000","2,904,000",0
,,,95,012,2,12,2,08,,議会雑費,"29,700","29,700",0
,,,95,012,2,12,2,08,,職員旅費,"87,445","87,445",0
,,,95,012,2,12,2,08,,赴任旅費,"2,674","2,674",0
,,,95,012,2,12,2,08,,証人等旅費,"10,584","10,584",0
,,,95,012,2,12,3,09,,庁費,"614,288","617,899","△ 3,611"
,,,95,012,2,12,3,09,,情報処理業務庁費,"993,484","1,025,093","△ 31,609"
,,,95,012,2,12,3,09,,議員会館管理等運営庁費,"2,566,963","2,544,247","22,716"
,,,95,012,2,12,3,09,,議員特殊乗車券等購入費,"448,898","446,243","2,655"
,,,95,012,2,12,3,09,,国会活動啓発費,"21,293","21,576",△ 283
,,,95,012,2,12,3,09,,議案類印刷費,"440,493","470,002","△ 29,509"
,,,95,012,2,12,3,09,,招へい外国人滞在費,"50,870","50,870",0
,,,95,012,2,12,3,09,,各所修繕,"61,645","61,645",0
,,,95,012,2,12,3,09,,国政調査活動費,"222,983","223,023",△ 40
,,,95,012,2,12,3,09,,公共施設等維持管理運営費,"1,222,593","1,316,303","△ 93,710"
,,,95,199,2,13,3,09,,自動車重量税,"1,007",797,210
,,,95,012,2,12,3,11,,立法事務費,"1,887,600","1,887,600",0
,,,95,012,2,11,5,16,,国家公務員共済組合負担金,"1,796,196","1,771,717","24,479"
,,,95,012,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"402,235","397,274","4,961"
,,,95,012,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,272,835,△ 563
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"321,981","307,846","14,135"
,,,95,012,2,12,9,17,,交際費,"30,453","30,453",0
,,,95,012,2,95,9,18,,賠償償還及払戻金,"2,360","2,360",0
,,012,,,,,,,参議院施設費,,"6,876,773","5,758,207","1,118,566"
,,,95,012,1,20,2,08,,施設施工旅費,875,875,0
,,,95,012,1,20,3,09,,施設施工庁費,"44,650","95,102","△ 50,452"
,,,95,012,1,20,4,15,,施設整備費,"2,562,811","1,393,793","1,169,018"
,,,95,012,1,20,4,15,,不動産購入費,"4,268,437","4,268,437",0
,,019,,,,,,,参議院予備経費,,"5,000","5,000",0
,,,95,012,2,95,9,99,,(国会予備経費),"5,000","5,000",0
,国立国会図書館,,,,,,,,,,"23,076,131","22,213,199","862,932"
,,021,,,,,,,国立国会図書館,,"18,188,735","18,083,495","105,240"
,,,95,012,2,11,1,02,,職員基本給,"4,597,606","4,571,080","26,526"
,,,95,012,2,11,1,03,,職員諸手当,"2,444,665","2,386,261","58,404"
,,,95,012,2,11,1,04,,超過勤務手当,"466,409","461,518","4,891"
,,,95,012,2,11,1,05,,非常勤職員手当,"195,686","193,179","2,507"
,,,95,012,2,11,1,05,,休職者給与,"33,079","36,600","△ 3,521"
,,,95,012,2,11,1,05,,短時間勤務職員給与,"57,563","56,032","1,531"
,,,95,012,2,15,1,05,,公務災害補償費,"2,340","2,094",246
,,,95,012,2,11,1,05,,退職手当,"468,875","436,733","32,142"
,,,95,089,2,11,1,05,,児童手当,"26,215","27,760","△ 1,545"
,,,95,012,2,12,9,06,,諸謝金,"23,733","23,733",0
,,,95,012,2,12,2,08,,職員旅費,"57,916","58,017",△ 101
,,,95,012,2,12,2,08,,赴任旅費,"10,015","10,015",0
,,,95,012,2,12,2,08,,委員等旅費,"3,424","3,405",19
,,,95,012,2,12,2,08,,外国人招へい旅費,"5,238","5,257",△ 19
,,,95,012,2,12,3,09,,庁費,"55,608","55,608",0
,,,95,012,2,12,3,09,,国立国会図書館業務庁費,"4,424,012","4,625,402","△ 201,390"
,,,95,012,2,12,3,09,,図書館資料購入費,"784,442","789,577","△ 5,135"
,,,95,012,2,12,3,09,,立法資料購入費,"62,795","62,795",0
,,,13,012,2,12,3,09,,科学技術関係資料費,"1,098,455","1,093,437","5,018"
,,,95,012,2,12,3,09,,特殊文書関係資料整備費,"67,533","67,533",0
,,,95,012,2,12,3,09,,電子計算機等借料,"1,332,188","1,194,434","137,754"
,,,95,012,2,12,3,09,,招へい外国人滞在費,"4,589","4,575",14
,,,95,012,2,12,3,09,,各所修繕,"76,983","77,279",△ 296
,,,95,199,2,13,3,09,,自動車重量税,70,46,24
,,,95,012,2,11,5,16,,国家公務員共済組合負担金,"1,210,525","1,163,545","46,980"
,,,95,012,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"270,852","268,828","2,024"
,,,95,012,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,161,0,161
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"2,850","2,923",△ 73
,,,95,012,2,72,5,16,,国際図書館連盟等拠出金,"13,976","14,897",△ 921
,,,95,012,2,12,9,17,,交際費,640,640,0
,,,95,012,2,95,9,18,,賠償償還及払戻金,44,44,0
,,,95,012,2,95,9,20,,納入出版物代償金,"390,248","390,248",0
,,022,,,,,,,国立国会図書館施設費,,"4,887,396","4,129,704","757,692"
,,,95,012,1,20,2,08,,施設施工旅費,"1,576","1,475",101
,,,95,012,1,20,3,09,,施設施工庁費,"61,785","48,149","13,636"
,,,95,012,1,20,4,15,,施設整備費,"4,824,035","4,080,080","743,955"
,裁判官訴追委員会,,,,,,,,,,"131,783","129,769","2,014"
,,031,,,,,,,裁判官訴追委員会,,"131,783","129,769","2,014"
,,,95,012,2,11,1,02,,職員基本給,"72,486","72,361",125
,,,95,012,2,11,1,03,,職員諸手当,"36,687","35,663","1,024"
,,,95,012,2,11,1,04,,超過勤務手当,"4,516","4,463",53
,,,95,012,2,11,1,05,,非常勤職員手当,"8,823","8,271",552
,,,95,089,2,11,1,05,,児童手当,"1,400","1,140",260
,,,95,012,2,12,9,06,,諸謝金,100,100,0
,,,95,012,2,12,2,08,,職務雑費,900,900,0
,,,95,012,2,12,2,08,,職員旅費,888,888,0
,,,95,012,2,12,2,08,,委員旅費,890,890,0
,,,95,012,2,12,2,08,,証人等旅費,324,324,0
,,,95,012,2,12,3,09,,庁費,"4,769","4,769",0
,裁判官弾劾裁判所,,,,,,,,,,"113,626","112,397","1,229"
,,041,,,,,,,裁判官弾劾裁判所,,"113,626","112,397","1,229"
,,,95,012,2,11,1,02,,職員基本給,"65,875","66,355",△ 480
,,,95,012,2,11,1,03,,職員諸手当,"37,071","35,898","1,173"
,,,95,012,2,11,1,04,,超過勤務手当,"2,981","2,975",6
,,,95,089,2,11,1,05,,児童手当,720,480,240
,,,95,012,2,12,9,06,,諸謝金,159,159,0
,,,95,012,2,12,2,08,,職務雑費,900,900,0
,,,95,012,2,12,2,08,,職員旅費,399,399,0
,,,95,012,2,12,2,08,,委員旅費,276,276,0
,,,95,012,2,12,2,08,,証人等旅費,43,43,0
,,,95,012,2,12,3,09,,庁費,"5,167","4,912",255
,,,95,199,2,13,3,09,,自動車重量税,35,0,35
裁判所,裁判所,,,,,,,,,,"321,210,516","317,702,810","3,507,706"
,,001,,,,,,,最高裁判所,,"79,007,093","75,628,647","3,378,446"
,,,95,014,2,11,1,02,,職員基本給,"5,284,219","5,230,163","54,056"
,,,95,014,2,11,1,03,,職員諸手当,"2,758,977","2,660,737","98,240"
,,,95,014,2,11,1,04,,超過勤務手当,"737,397","734,144","3,253"
,,,95,014,2,11,1,05,,委員手当,"15,620","16,482",△ 862
,,,95,014,2,11,1,05,,非常勤職員手当,"8,507","8,654",△ 147
,,,95,014,2,11,1,05,,休職者給与,"362,302","381,265","△ 18,963"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"1,851","3,086","△ 1,235"
,,,95,014,2,15,1,05,,公務災害補償費,"90,909","97,390","△ 6,481"
,,,95,014,2,11,1,05,,退職手当,"18,642,656","16,241,308","2,401,348"
,,,95,089,2,11,1,05,,児童手当,"58,700","61,600","△ 2,900"
,,,95,014,2,12,9,06,,諸謝金,"240,751","249,781","△ 9,030"
,,,95,014,2,71,9,06,,修習給付金,"3,362,135","1,152,375","2,209,760"
,,,95,014,2,12,2,08,,職員旅費,"681,587","681,470",117
,,,95,014,2,12,2,08,,外国留学旅費,"60,623","59,583","1,040"
,,,95,014,2,12,2,08,,赴任旅費,"546,308","545,145","1,163"
,,,95,014,2,12,2,08,,委員等旅費,"10,819","10,714",105
,,,95,014,2,12,2,08,,司法修習生旅費,"120,217","122,304","△ 2,087"
,,,95,014,2,12,2,08,,外国人招へい旅費,"2,714","4,006","△ 1,292"
,,,95,014,2,12,2,08,,証人等旅費,12,12,0
,,,95,014,2,12,3,09,,庁費,"1,162,014","1,180,668","△ 18,654"
,,,95,014,2,12,3,09,,情報処理業務庁費,"455,519","424,614","30,905"
,,,95,014,2,12,3,09,,裁判資料整備費,"481,546","496,162","△ 14,616"
,,,95,014,2,12,3,09,,研修費,"395,552","399,556","△ 4,004"
,,,95,014,2,12,3,09,,国会図書館支部庁費,"45,816","45,816",0
,,,95,014,2,12,3,09,,裁判官等法服費,"6,371","5,294","1,077"
,,,95,014,2,12,3,09,,招へい外国人滞在費,"1,486","2,483",△ 997
,,,95,014,2,12,3,09,,各所修繕,"1,041,506","1,036,317","5,189"
,,,95,199,2,13,3,09,,自動車重量税,860,544,316
,,,95,014,2,12,5,14,,司法修習生研修委託費,"96,321","99,879","△ 3,558"
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"33,575,522","33,138,276","437,246"
,,,95,014,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"7,559,732","7,479,585","80,147"
,,,95,014,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"10,403","14,760","△ 4,357"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"163,321","163,410",△ 89
,,,95,014,2,72,5,16,,国際裁判官連合分担金,375,274,101
,,,95,014,2,12,9,17,,交際費,"2,094","2,094",0
,,,95,014,2,95,9,18,,賠償償還及払戻金,"6,076","6,076",0
,,,95,014,2,95,9,23,,修習資金貸与金,"1,016,275","2,872,620","△ 1,856,345"
,,002,,,,,,,下級裁判所,,"207,438,242","206,958,070","480,172"
,,,95,014,2,11,1,02,,職員基本給,"127,147,507","127,149,281","△ 1,774"
,,,95,014,2,11,1,03,,職員諸手当,"62,647,805","61,524,717","1,123,088"
,,,95,014,2,11,1,04,,超過勤務手当,"3,530,024","3,515,294","14,730"
,,,95,014,2,11,1,05,,委員手当,"7,026,465","7,193,669","△ 167,204"
,,,95,014,2,11,1,05,,非常勤職員手当,"110,901","110,968",△ 67
,,,95,014,2,11,1,05,,短時間勤務職員給与,"10,839","9,258","1,581"
,,,95,089,2,11,1,05,,児童手当,"993,335","1,034,970","△ 41,635"
,,,95,014,2,12,9,06,,諸謝金,"68,880","69,083",△ 203
,,,95,014,2,12,2,08,,職員旅費,"224,732","213,481","11,251"
,,,95,014,2,12,2,08,,委員等旅費,"436,651","450,104","△ 13,453"
,,,95,014,2,12,3,09,,庁費,"4,099,976","4,083,458","16,518"
,,,95,014,2,12,3,09,,情報処理業務庁費,"112,574","149,754","△ 37,180"
,,,95,014,2,12,3,09,,国有財産管理処分庁費,"8,801","166,140","△ 157,339"
,,,95,014,2,20,3,09,,法廷等器具整備費,"708,234","918,556","△ 210,322"
,,,95,014,2,12,3,09,,土地建物借料,"97,062","139,414","△ 42,352"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"209,495","222,500","△ 13,005"
,,,95,199,2,13,3,09,,自動車重量税,"3,820","4,750",△ 930
,,,95,014,2,12,9,17,,交際費,"1,141","2,673","△ 1,532"
,,003,,,,,,,検察審査費,,"314,120","319,176","△ 5,056"
,,,95,014,2,11,1,05,,委員手当,"3,776","4,237",△ 461
,,,95,014,2,12,2,08,,職員旅費,518,518,0
,,,95,014,2,12,2,08,,委員等旅費,155,183,△ 28
,,,95,014,2,12,2,08,,検察審査員旅費,"252,476","259,168","△ 6,692"
,,,95,014,2,12,2,08,,証人等旅費,139,139,0
,,,95,014,2,12,3,09,,庁費,"57,056","54,931","2,125"
,,004,,,,,,,裁判費,,"19,050,740","18,917,371","133,369"
,,,95,014,2,12,9,06,,諸謝金,"2,035,901","1,970,731","65,170"
,,,95,014,2,12,2,08,,裁判旅費,"266,517","266,517",0
,,,95,014,2,12,2,08,,執行官旅費,"42,614","40,869","1,745"
,,,95,014,2,12,2,08,,委員等旅費,"1,572,939","1,794,987","△ 222,048"
,,,95,014,2,12,2,08,,証人等旅費,"140,962","141,272",△ 310
,,,95,014,2,12,3,09,,裁判庁費,"13,592,946","13,360,320","232,626"
,,,95,014,2,12,3,09,,特別送達料,"582,417","606,724","△ 24,307"
,,,95,014,2,12,3,09,,身柄拘束者食糧費,413,413,0
,,,95,014,2,12,5,14,,少年補導委託費,"136,077","100,144","35,933"
,,,95,014,2,95,9,18,,賠償償還及払戻金,"313,177","313,314",△ 137
,,,95,014,2,95,9,19,,保証金,"10,000","10,000",0
,,,95,014,2,95,9,20,,刑事補償金,"346,756","302,059","44,697"
,,,95,014,2,95,9,20,,少年補償金,"10,021","10,021",0
,,005,,,,,,,裁判所施設費,,"15,392,321","15,871,546","△ 479,225"
,,,95,014,1,20,2,08,,施設施工旅費,"80,832","82,805","△ 1,973"
,,,95,014,1,20,3,09,,施設施工庁費,"522,129","572,570","△ 50,441"
,,,95,014,1,20,4,15,,施設整備費,"14,192,902","14,619,718","△ 426,816"
,,,95,014,1,20,4,15,,不動産購入費,"596,458","596,453",5
,,009,,,,,,,裁判所予備経費,,"8,000","8,000",0
,,,95,014,2,95,9,99,,(裁判所予備経費),"8,000","8,000",0
会計検査院,会計検査院,,,,,,,,,,"17,501,115","17,271,415","229,700"
,,001,,,,,,,会計検査院,,"17,418,297","17,172,004","246,293"
,,,95,016,2,11,1,02,,職員基本給,"6,245,655","6,247,280","△ 1,625"
,,,95,016,2,11,1,03,,職員諸手当,"3,290,652","3,228,150","62,502"
,,,95,016,2,11,1,04,,超過勤務手当,"976,267","977,264",△ 997
,,,95,016,2,11,1,05,,委員手当,"2,144","2,144",0
,,,95,016,2,11,1,05,,非常勤職員手当,"15,269","15,125",144
,,,95,016,2,11,1,05,,休職者給与,"15,952","27,737","△ 11,785"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,233,238,△ 5
,,,95,016,2,11,1,05,,短時間勤務職員給与,"218,967","211,134","7,833"
,,,95,016,2,15,1,05,,公務災害補償費,"16,756","13,063","3,693"
,,,95,016,2,11,1,05,,退職手当,"1,543,959","1,317,894","226,065"
,,,95,089,2,11,1,05,,児童手当,"49,310","50,005",△ 695
,,,95,016,2,12,9,06,,諸謝金,"8,493","8,368",125
,,,95,016,2,12,2,08,,職員旅費,"56,649","47,471","9,178"
,,,95,016,2,12,2,08,,検査旅費,"492,510","506,859","△ 14,349"
,,,95,016,2,12,2,08,,外国留学旅費,"3,822","7,873","△ 4,051"
,,,95,016,2,12,2,08,,赴任旅費,"9,269","6,574","2,695"
,,,95,016,2,12,2,08,,委員等旅費,"3,332","3,210",122
,,,95,016,2,12,2,08,,外国人招へい旅費,"8,658","6,984","1,674"
,,,95,016,2,12,3,09,,庁費,"225,289","225,999",△ 710
,,,95,016,2,12,3,09,,研修所庁費,"111,694","114,785","△ 3,091"
,,,95,016,2,12,3,09,,会計検査情報処理業務庁費,"932,264","1,010,708","△ 78,444"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,535","1,535",0
,,,95,016,2,12,3,09,,通信専用料,815,815,0
,,,95,016,2,12,3,09,,電子計算機等借料,"214,179","168,648","45,531"
,,,95,016,2,12,3,09,,招へい外国人滞在費,"1,015","1,015",0
,,,95,016,2,12,3,09,,各所修繕,"16,910","16,677",233
,,,95,016,2,12,3,09,,会計検査活動費,"241,921","229,247","12,674"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"481,549","478,529","3,020"
,,,95,016,2,12,3,09,,官民区分所有施設維持管理運営費,"135,535","135,535",0
,,,95,199,2,13,3,09,,自動車重量税,75,144,△ 69
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,692,146","1,708,012","△ 15,866"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"395,958","393,074","2,884"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,851,"1,005",△ 154
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,268,292,△ 24
,,,95,016,2,72,5,16,,最高会計検査機関国際組織分担金,"2,581","2,846",△ 265
,,,95,016,2,72,5,16,,最高会計検査機関国際組織拠出金,"5,040","4,950",90
,,,95,016,2,12,9,17,,交際費,765,805,△ 40
,,,95,016,2,95,9,18,,賠償償還及払戻金,10,10,0
,,002,,,,,,,会計検査院施設費,,"82,818","99,411","△ 16,593"
,,,95,016,1,20,2,08,,施設施工旅費,"1,900",694,"1,206"
,,,95,016,1,20,3,09,,施設施工庁費,"4,998","1,351","3,647"
,,,95,016,1,20,4,15,,施設整備費,"75,920","97,366","△ 21,446"
内閣,内閣官房,,,,,,,,,,"97,254,249","96,551,119","703,130"
,,001,,,,,,,内閣官房共通費,,"33,770,057","33,333,596","436,461"
,,,95,016,2,11,1,02,,職員基本給,"6,615,020","6,484,095","130,925"
,,,95,016,2,11,1,03,,職員諸手当,"3,412,358","3,282,250","130,108"
,,,95,016,2,11,1,04,,超過勤務手当,"1,033,917","988,529","45,388"
,,,95,016,2,11,1,05,,委員手当,"15,898","17,178","△ 1,280"
,,,95,016,2,11,1,05,,非常勤職員手当,"898,014","884,838","13,176"
,,,95,016,2,11,1,05,,休職者給与,"16,903","11,046","5,857"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"152,520","138,513","14,007"
,,,95,016,2,11,1,05,,退職手当,"1,058,199","1,028,346","29,853"
,,,95,089,2,11,1,05,,児童手当,"63,390","61,145","2,245"
,,,95,016,2,12,9,06,,諸謝金,"1,301,624","1,443,621","△ 141,997"
,,,95,016,2,95,9,07,,報償費,"1,461,652","1,461,652",0
,,,95,016,2,12,2,08,,職員旅費,"708,025","733,054","△ 25,029"
,,,95,016,2,12,2,08,,外国留学旅費,"3,030",0,"3,030"
,,,95,016,2,12,2,08,,赴任旅費,"4,900","5,047",△ 147
,,,95,016,2,12,2,08,,委員等旅費,"176,364","165,890","10,474"
,,,95,016,2,12,2,08,,外国人招へい旅費,"4,873","4,873",0
,,,95,016,2,12,3,09,,庁費,"2,113,795","2,094,883","18,912"
,,,95,016,2,12,3,09,,情報処理業務庁費,"6,686,915","6,912,009","△ 225,094"
,,,95,016,2,12,3,09,,総理大臣官邸業務庁費,"1,958,192","1,958,939",△ 747
,,,95,016,2,12,3,09,,拉致問題対策庁費,"537,825","520,720","17,105"
,,,95,016,2,12,3,09,,電子計算機等借料,"208,807","173,995","34,812"
,,,95,016,2,12,3,09,,土地建物借料,"324,036","254,557","69,479"
,,,95,016,2,12,3,09,,各所修繕,"33,155","31,988","1,167"
,,,95,016,2,12,3,09,,拉致問題対策情報収集等活動費,"600,000","600,000",0
,,,95,016,2,12,3,09,,国家安全保障政策活動費,"120,000","120,000",0
,,,95,016,2,12,3,09,,国際テロ情報収集等活動費,"420,000","120,000","300,000"
,,,95,199,2,13,3,09,,自動車重量税,985,964,21
,,,95,016,2,12,5,14,,重要政策基礎調査委託費,"362,717","346,368","16,349"
,,,95,016,2,12,5,14,,情報調査委託費,"757,954","757,954",0
,,,95,016,2,12,5,14,,健康・医療戦略推進調査委託費,"99,023","70,000","29,023"
,,,95,016,2,12,5,14,,サイバーセキュリティ施策評価事務委託費,"304,007","304,007",0
,,,95,016,2,12,5,14,,社会保障・税番号制度システム開発等委託費,0,"148,035","△ 148,035"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,895,289","1,814,663","80,626"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"408,629","382,325","26,304"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,0,71,△ 71
,,,95,016,2,12,9,17,,交際費,"11,841","11,841",0
,,,95,016,2,95,9,18,,賠償償還及払戻金,200,200,0
,,002,,,,,,,内閣官房施設費,,"1,483,004","1,266,335","216,669"
,,,95,016,1,20,2,08,,施設施工旅費,804,280,524
,,,95,016,1,20,3,09,,施設施工庁費,"66,527","71,267","△ 4,740"
,,,95,016,1,20,4,15,,施設整備費,"1,415,673","1,194,788","220,885"
,,003,,,,,,,情報収集衛星業務費,,"59,557,501","58,608,881","948,620"
,,,95,016,2,12,9,06,,諸謝金,"150,842","155,186","△ 4,344"
,,,95,016,2,12,2,08,,職員旅費,"73,865","74,279",△ 414
,,,95,016,2,12,2,08,,委員等旅費,"1,084",678,406
,,,95,016,2,12,3,09,,情報収集衛星業務庁費,"14,093,602","8,610,882","5,482,720"
,,,95,016,2,12,3,09,,通信専用料,"1,763,581","679,846","1,083,735"
,,,95,016,2,12,3,09,,土地建物借料,"25,380","25,380",0
,,,95,016,2,12,3,09,,各所修繕,"18,112","17,733",379
,,,95,199,2,13,3,09,,自動車重量税,202,0,202
,,,95,016,2,12,5,14,,情報収集衛星システム開発等委託費,"43,430,833","49,044,897","△ 5,614,064"
,,004,,,,,,,情報収集衛星施設費,,"2,443,687","3,342,307","△ 898,620"
,,,95,016,1,20,2,08,,施設施工旅費,"2,956","2,978",△ 22
,,,95,016,1,20,3,09,,施設施工庁費,"78,960","116,694","△ 37,734"
,,,95,016,1,20,4,15,,施設整備費,"2,361,771","3,222,635","△ 860,864"
,内閣法制局,,,,,,,,,,"1,080,819","1,187,188","△ 106,369"
,,011,,,,,,,内閣法制局,,"1,080,819","1,187,188","△ 106,369"
,,,95,016,2,11,1,02,,職員基本給,"479,457","477,119","2,338"
,,,95,016,2,11,1,03,,職員諸手当,"272,660","265,164","7,496"
