所管,組織,,,,,,,,                             項目,,"平成30年度
成立予算額(千円)",補正要求,,,"改平成30年度
予算額(千円)"
,,,95,012,2,11,1,05,,非常勤職員手当,"8,823",0,△ 429,△ 429,"8,394"
,,,95,089,2,11,1,05,,児童手当,"1,400",0,△ 385,△ 385,"1,015"
,,,95,012,2,12,9,06,,諸謝金外6目,"12,387",0,0,0,"12,387"
,裁判官弾劾裁判所,,,,,,,,,,"113,626",0,"△ 4,720","△ 4,720","108,906"
,,041,,,,,,,裁判官弾劾裁判所,,"113,626",0,"△ 4,720","△ 4,720","108,906"
,,,95,012,2,11,1,02,,職員基本給,"65,875",0,"△ 2,394","△ 2,394","63,481"
,,,95,012,2,11,1,03,,職員諸手当,"37,071",0,"△ 1,676","△ 1,676","35,395"
,,,95,089,2,11,1,05,,児童手当,720,0,△ 650,△ 650,70
,,,95,012,2,12,9,06,,諸謝金外7目,"9,960",0,0,0,"9,960"
裁判所,裁判所,,,,,,,,,,"321,484,416","843,961","△ 1,103,939","△ 259,978","321,224,438"
,,001,,,,,,,最高裁判所,,"79,007,093","72,463","△ 1,056,510","△ 984,047","78,023,046"
,,,95,014,2,11,1,05,,退職手当,"18,642,656",0,"△ 298,498","△ 298,498","18,344,158"
,,,95,014,2,12,3,09,,情報処理業務庁費,"455,519","39,425",0,"39,425","494,944"
,,,95,014,2,12,3,09,,研修費,"395,552","33,038",0,"33,038","428,590"
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"33,575,522",0,"△ 758,012","△ 758,012","32,817,510"
,,,95,014,2,12,9,06,,諸謝金外32目,"25,937,844",0,0,0,"25,937,844"
,,002,,,,,,,下級裁判所,,"207,438,242","238,765","△ 47,429","191,336","207,629,578"
,,,95,014,2,12,2,08,,委員等旅費,"436,651",0,△ 488,△ 488,"436,163"
,,,95,014,2,12,3,09,,庁費,"4,099,976",0,"△ 9,572","△ 9,572","4,090,404"
,,,95,014,2,12,3,09,,国有財産管理処分庁費,"8,801",0,"△ 8,801","△ 8,801",0
,,,95,014,2,20,3,09,,法廷等器具整備費,"708,234","238,765",0,"238,765","946,999"
,,,95,014,2,12,3,09,,土地建物借料,"97,062",0,"△ 28,568","△ 28,568","68,494"
,,,95,014,2,12,9,06,,諸謝金外12目,"202,087,518",0,0,0,"202,087,518"
,,003,,,,,,,検察審査費,,"314,120",0,0,0,"314,120"
,,004,,,,,,,裁判費,,"19,050,740","9,863",0,"9,863","19,060,603"
,,,95,014,2,12,3,09,,裁判庁費,"13,592,946","9,863",0,"9,863","13,602,809"
,,,95,014,2,12,9,06,,諸謝金外11目,"5,457,794",0,0,0,"5,457,794"
,,005,,,,,,,裁判所施設費,,"15,666,221","522,870",0,"522,870","16,189,091"
,,,95,014,1,20,2,08,,施設施工旅費,"80,832","2,779",0,"2,779","83,611"
,,,95,014,1,20,3,09,,施設施工庁費,"522,129","1,917",0,"1,917","524,046"
,,,95,014,1,20,4,15,,施設整備費,"14,466,802","518,174",0,"518,174","14,984,976"
,,,95,014,1,20,4,15,,不動産購入費,"596,458",0,0,0,"596,458"
,,009,,,,,,,裁判所予備経費,,"8,000",0,0,0,"8,000"
会計検査院,会計検査院,,,,,,,,,,"17,501,115",0,"△ 106,689","△ 106,689","17,394,426"
,,001,,,,,,,会計検査院,,"17,418,297",0,"△ 106,689","△ 106,689","17,311,608"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"218,967",0,"△ 57,162","△ 57,162","161,805"
,,,95,016,2,12,3,09,,庁費,"225,289",0,△ 148,△ 148,"225,141"
,,,95,016,2,12,3,09,,会計検査情報処理業務庁費,"932,264",0,"△ 49,379","△ 49,379","882,885"
,,,95,016,2,12,9,06,,諸謝金外34目,"16,041,777",0,0,0,"16,041,777"
,,002,,,,,,,会計検査院施設費,,"82,818",0,0,0,"82,818"
内閣,内閣官房,,,,,,,,,,"97,254,249","20,001,461","△ 470,685","19,530,776","116,785,025"
,,001,,,,,,,内閣官房共通費,,"33,770,057","3,266,174","△ 470,685","2,795,489","36,565,546"
,,,95,016,2,11,1,02,,職員基本給,"6,615,020",0,"△ 262,253","△ 262,253","6,352,767"
,,,95,016,2,11,1,03,,職員諸手当,"3,412,358",0,"△ 28,247","△ 28,247","3,384,111"
,,,95,016,2,11,1,05,,非常勤職員手当,"898,014",0,"△ 40,698","△ 40,698","857,316"
,,,95,016,2,11,1,05,,休職者給与,"16,903",0,"△ 9,991","△ 9,991","6,912"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"152,520",0,"△ 17,089","△ 17,089","135,431"
,,,95,016,2,12,9,06,,諸謝金,"1,301,624","225,275",0,"225,275","1,526,899"
,,,95,016,2,12,2,08,,職員旅費,"708,025","1,552",0,"1,552","709,577"
,,,95,016,2,12,3,09,,情報処理業務庁費,"6,686,915","2,332,573",0,"2,332,573","9,019,488"
,,,95,016,2,12,3,09,,拉致問題対策情報収集等活動費,"600,000","300,000",0,"300,000","900,000"
,,,95,016,2,12,5,14,,重要政策基礎調査委託費,"362,717","249,772",0,"249,772","612,489"
,,,95,016,2,12,5,14,,サイバーセキュリティ施策評価事務委託費,"304,007","157,002",0,"157,002","461,009"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,895,289",0,"△ 112,407","△ 112,407","1,782,882"
,,,95,016,2,12,2,08,,外国留学旅費外22目,"10,816,665",0,0,0,"10,816,665"
,,002,,,,,,,内閣官房施設費,,"1,483,004",0,0,0,"1,483,004"
,,003,,,,,,,情報収集衛星業務費,,"59,557,501","16,735,287",0,"16,735,287","76,292,788"
,,,95,016,2,12,5,14,,情報収集衛星システム開発等委託費,"43,430,833","16,735,287",0,"16,735,287","60,166,120"
,,,95,016,2,12,9,06,,諸謝金外7目,"16,126,668",0,0,0,"16,126,668"
,,004,,,,,,,情報収集衛星施設費,,"2,443,687",0,0,0,"2,443,687"
,内閣法制局,,,,,,,,,,"1,080,819",0,"△ 17,200","△ 17,200","1,063,619"
,,011,,,,,,,内閣法制局,,"1,080,819",0,"△ 17,200","△ 17,200","1,063,619"
,,,95,016,2,11,1,02,,職員基本給,"479,457",0,"△ 10,539","△ 10,539","468,918"
,,,95,016,2,11,1,03,,職員諸手当,"272,660",0,"△ 6,471","△ 6,471","266,189"
,,,95,089,2,11,1,05,,児童手当,"5,110",0,△ 190,△ 190,"4,920"
,,,95,016,2,12,9,06,,諸謝金外8目,"323,592",0,0,0,"323,592"
,人事院,,,,,,,,,,"12,095,897","24,840","△ 95,341","△ 70,501","12,025,396"
,,021,,,,,,,人事院,,"12,095,897",0,"△ 95,341","△ 95,341","12,000,556"
,,,95,016,2,11,1,02,,職員基本給,"3,270,008",0,"△ 67,353","△ 67,353","3,202,655"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"95,751",0,"△ 27,988","△ 27,988","67,763"
,,,95,016,2,12,9,06,,諸謝金外29目,"8,730,138",0,0,0,"8,730,138"
,,022,,,,,,,人事院施設費,,0,"24,840",0,"24,840","24,840"
,,,95,016,1,20,4,15,,施設整備費,0,"24,840",0,"24,840","24,840"
内閣府,内閣本府,,,,,,,,,,"480,583,520","63,394,089","△ 605,500","62,788,589","543,372,109"
,,001,,,,,,,内閣本府共通費,,"36,994,125","4,747,823","△ 450,835","4,296,988","41,291,113"
,,,95,016,2,11,1,02,,職員基本給,"6,474,971",0,"△ 194,263","△ 194,263","6,280,708"
,,,95,016,2,11,1,03,,職員諸手当,"3,410,391",0,"△ 53,914","△ 53,914","3,356,477"
,,,95,016,2,11,1,05,,委員手当,"219,846",0,"△ 20,658","△ 20,658","199,188"
,,,95,016,2,11,1,05,,非常勤職員手当,"678,791",0,"△ 45,578","△ 45,578","633,213"
,,,95,016,2,11,1,05,,休職者給与,"134,119",0,"△ 24,785","△ 24,785","109,334"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"29,563",0,"△ 5,507","△ 5,507","24,056"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"233,611",0,"△ 40,239","△ 40,239","193,372"
,,,95,016,2,15,1,05,,公務災害補償費,"43,420",0,"△ 7,751","△ 7,751","35,669"
,,,95,016,2,12,3,09,,庁費,"2,634,980","14,390",0,"14,390","2,649,370"
,,,95,016,2,12,3,09,,情報処理業務庁費,"3,337,451","100,136",0,"100,136","3,437,587"
,,,95,016,2,12,5,14,,社会保障・税番号制度システム開発等委託費,"9,183,779","4,633,297",0,"4,633,297","13,817,076"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"3,672,634",0,"△ 58,140","△ 58,140","3,614,494"
,,,95,016,2,12,9,06,,諸謝金外25目,"6,940,569",0,0,0,"6,940,569"
,,002,,,,,,,内閣本府施設費,,"2,565,128","1,387,953",0,"1,387,953","3,953,081"
,,,95,016,1,20,2,08,,施設施工旅費,"2,694",310,0,310,"3,004"
,,,95,016,1,20,3,09,,施設施工庁費,"420,016","3,603",0,"3,603","423,619"
,,,95,016,1,20,4,15,,施設整備費,"2,142,418","1,384,040",0,"1,384,040","3,526,458"
,,003,,,,,,,公文書等管理政策費,,"20,519",0,0,0,"20,519"
,,004,,,,,,,独立行政法人国立公文書館運営費,,"2,044,421",0,0,0,"2,044,421"
,,059,,,,,,,独立行政法人国立公文書館施設整備費,,0,"84,613",0,"84,613","84,613"
,,,95,191,1,30,5,16,,独立行政法人国立公文書館施設整備費補助金,0,"84,613",0,"84,613","84,613"
,,005,,,,,,,政府広報費,,"9,246,155","2,020,930","△ 1,583","2,019,347","11,265,502"
,,,95,016,2,11,1,05,,非常勤職員手当,"6,754",0,"△ 1,583","△ 1,583","5,171"
,,,95,016,2,12,3,09,,啓発広報費,"8,568,942","2,020,930",0,"2,020,930","10,589,872"
,,,95,016,2,12,9,06,,諸謝金外3目,"670,459",0,0,0,"670,459"
,,007,,,,,,,経済財政政策費,,"787,342","170,000",△ 822,"169,178","956,520"
,,,95,016,2,11,1,05,,非常勤職員手当,"9,288",0,△ 822,△ 822,"8,466"
,,,95,016,2,81,5,16,,民間資金等活用事業調査費補助金,0,"170,000",0,"170,000","170,000"
,,,95,016,2,12,9,06,,諸謝金外11目,"778,054",0,0,0,"778,054"
,,009,,,,,,,地方創生支援費,,"1,353,919","213,284","△ 21,584","191,700","1,545,619"
,,,95,016,2,11,1,05,,非常勤職員手当,"66,612",0,"△ 21,584","△ 21,584","45,028"
,,,95,016,2,12,5,14,,地方創生支援委託費,"216,644","114,284",0,"114,284","330,928"
,,,95,016,2,81,5,16,,地方創生支援事業費補助金,"1,027,978","99,000",0,"99,000","1,126,978"
,,,95,016,2,12,9,06,,諸謝金外4目,"42,685",0,0,0,"42,685"
,,012,,,,,,,科学技術・イノベーション政策費,,"560,845",0,0,0,"560,845"
,,196,,,,,,,科学技術イノベーション創造推進費,,"55,500,000","2,000,000",0,"2,000,000","57,500,000"
,,,13,073,2,12,9,99,,(科学技術イノベーション創造推進費),"55,500,000","2,000,000",0,"2,000,000","57,500,000"
,,199,,,,,,,国立研究開発法人日本医療研究開発機構出資,,0,"25,000,000",0,"25,000,000","25,000,000"
,,,13,073,1,95,9,24,,国立研究開発法人日本医療研究開発機構出資金,0,"25,000,000",0,"25,000,000","25,000,000"
,,006,,,,,,,遺棄化学兵器廃棄処理事業費,,"39,329,744",0,"△ 23,026","△ 23,026","39,306,718"
,,,95,199,2,11,1,05,,非常勤職員手当,"121,395",0,"△ 23,026","△ 23,026","98,369"
,,,95,199,2,12,9,06,,諸謝金外4目,"39,208,349",0,0,0,"39,208,349"
,,013,,,,,,,防災政策費,,"21,647,340","987,848","△ 6,601","981,247","22,628,587"
,,,95,016,2,11,1,05,,非常勤職員手当,"17,237",0,"△ 6,601","△ 6,601","10,636"
,,,95,016,2,12,3,09,,災害関係調査費,"2,041,489","628,284",0,"628,284","2,669,773"
,,,95,016,2,20,4,15,,無線通信機器等整備費,"14,472","359,564",0,"359,564","374,036"
,,,95,016,2,12,2,08,,職員旅費外10目,"19,574,142",0,0,0,"19,574,142"
,,191,,,,,,,原子力災害対策費,,0,"7,289,136",0,"7,289,136","7,289,136"
,,,95,016,2,81,5,16,,原子力災害対策事業費補助金,0,"7,289,136",0,"7,289,136","7,289,136"
,,193,,,,,,,電源開発促進税財源原子力安全規制対策費エネルギー対策特別会計へ繰入,,"8,220,000",0,0,0,"8,220,000"
,,015,,,,,,,沖縄政策費,,"31,123,593","2,530,727",△ 39,"2,530,688","33,654,281"
,,,95,059,2,12,5,14,,位置境界明確化調査等委託費,"7,347",0,△ 39,△ 39,"7,308"
,,,13,073,2,30,5,16,,沖縄科学技術大学院大学学園補助金,"15,637,731","1,665,000",0,"1,665,000","17,302,731"
,,,13,073,1,30,5,16,,沖縄科学技術大学院大学学園施設整備費補助金,"4,669,473","865,727",0,"865,727","5,535,200"
,,,95,016,2,12,9,06,,諸謝金外24目,"10,809,042",0,0,0,"10,809,042"
,,187,,,,,,,沖縄振興交付金事業推進費,,"118,780,000",0,0,0,"118,780,000"
,,188,,,,,,,沖縄北部連携促進特別振興事業費,,"2,572,000",0,0,0,"2,572,000"
,,189,,,,,,,沖縄振興推進調査費,,"61,714",0,0,0,"61,714"
,,022,,,,,,,沖縄教育振興事業費,,"10,463,669",0,0,0,"10,463,669"
,,023,,,,,,,沖縄保健衛生諸費,,"2,195",0,0,0,"2,195"
,,197,,,,,,,沖縄国立大学法人施設整備費,,"305,030",0,0,0,"305,030"
,,028,,,,,,,沖縄開発事業費,,"86,823,900","5,409,000",0,"5,409,000","92,232,900"
,,,41,051,1,20,4,00,,堰堤維持費,"2,527,023","26,000",0,"26,000","2,553,023"
,,,42,052,1,20,4,00,,道路維持管理費,"5,291,000","750,000",0,"750,000","6,041,000"
,,,43,052,1,20,4,00,,港湾改修費,"8,297,494","1,020,000",0,"1,020,000","9,317,494"
,,,44,052,1,20,4,00,,無電柱化推進事業費,"1,060,000","440,000",0,"440,000","1,500,000"
,,,46,052,1,20,4,00,,かんがい排水事業費,"5,728,782","570,000",0,"570,000","6,298,782"
,,,46,052,1,20,4,00,,総合農地防災事業費,"27,673","160,000",0,"160,000","187,673"
,,,42,052,1,20,4,00,,道路調査費,"18,000","169,000",0,"169,000","187,000"
,,,41,051,1,82,5,00,,治山事業費補助,"260,000","27,000",0,"27,000","287,000"
,,,45,086,1,92,5,00,,水道施設整備費補助,"1,808,000","248,000",0,"248,000","2,056,000"
,,,46,052,1,82,5,00,,農業生産基盤整備事業費補助,"5,900,191","1,184,000",0,"1,184,000","7,084,191"
,,,45,086,1,82,5,00,,循環型社会形成推進交付金,"1,166,000","646,000",0,"646,000","1,812,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"4,211,000","169,000",0,"169,000","4,380,000"
,,,41,051,1,20,4,00,,国有林野内治山事業費外27目,"50,528,737",0,0,0,"50,528,737"
,,190,,,,,,,沖縄北部連携促進特別振興対策特定開発事業推進費,,"2,572,000",0,0,0,"2,572,000"
,,032,,,,,,,共生社会政策費,,"2,221,977","254,775","△ 1,788","252,987","2,474,964"
,,,95,016,2,11,1,05,,非常勤職員手当,"18,360",0,"△ 1,788","△ 1,788","16,572"
,,,95,016,2,81,5,16,,地域子供の未来応援交付金,"150,750","254,775",0,"254,775","405,525"
,,,95,016,2,12,9,06,,諸謝金外7目,"2,052,867",0,0,0,"2,052,867"
,,033,,,,,,,栄典行政費,,"2,687,938",0,0,0,"2,687,938"
,,034,,,,,,,男女共同参画社会形成促進費,,"752,764","90,000","△ 1,881","88,119","840,883"
,,,95,016,2,11,1,05,,非常勤職員手当,"19,035",0,"△ 1,881","△ 1,881","17,154"
,,,95,016,2,81,5,16,,地域女性活躍推進交付金,"200,000","90,000",0,"90,000","290,000"
,,,95,016,2,12,9,06,,諸謝金外5目,"533,729",0,0,0,"533,729"
,,038,,,,,,,食品安全政策費,,"316,637",0,0,0,"316,637"
,,040,,,,,,,公益法人制度適正運営推進費,,"260,233",0,0,0,"260,233"
,,041,,,,,,,経済社会総合研究所,,"2,129,388",0,"△ 95,573","△ 95,573","2,033,815"
,,,13,073,2,20,1,02,,職員基本給,"750,365",0,"△ 33,569","△ 33,569","716,796"
,,,13,073,2,20,1,03,,職員諸手当,"388,159",0,"△ 19,643","△ 19,643","368,516"
,,,13,073,2,20,1,05,,非常勤職員手当,"21,926",0,"△ 9,498","△ 9,498","12,428"
,,,13,073,2,20,1,05,,短時間勤務職員給与,"42,094",0,"△ 31,408","△ 31,408","10,686"
,,,13,089,2,20,1,05,,児童手当,"4,880",0,"△ 1,455","△ 1,455","3,425"
,,,13,073,2,20,9,06,,諸謝金外11目,"921,964",0,0,0,"921,964"
,,042,,,,,,,迎賓施設運営費,,"2,170,660",0,0,0,"2,170,660"
,,200,,,,,,,プレミアム付商品券事業助成費,,0,"9,649,000",0,"9,649,000","9,649,000"
,,,95,199,2,86,5,16,,プレミアム付商品券事務費補助金,0,"9,649,000",0,"9,649,000","9,649,000"
,,047,,,,,,,沖縄空港整備事業費自動車安全特別会計へ繰入,,"20,188,284","1,559,000","△ 1,768","1,557,232","21,745,516"
,,,43,052,1,92,6,00,,空港整備事業財源自動車安全特別会計へ繰入,"20,188,284","1,559,000","△ 1,768","1,557,232","21,745,516"
,,049,,,,,,,航空機燃料税財源沖縄空港整備事業費自動車安全特別会計へ繰入,,"18,882,000",0,0,0,"18,882,000"
,地方創生推進事務局,,,,,,,,,,"104,006,721","60,570,953","△ 3,712","60,567,241","164,573,962"
,,231,,,,,,,地方創生推進事務局,,"1,606,721","570,953","△ 3,712","567,241","2,173,962"
,,,95,016,2,11,1,02,,職員基本給,"32,685",0,"△ 1,722","△ 1,722","30,963"
,,,95,016,2,11,1,03,,職員諸手当,"17,355",0,"△ 1,068","△ 1,068","16,287"
,,,95,016,2,11,1,05,,委員手当,"1,983",0,△ 130,△ 130,"1,853"
,,,95,016,2,11,1,05,,非常勤職員手当,"32,356",0,△ 382,△ 382,"31,974"
,,,95,089,2,11,1,05,,児童手当,660,0,△ 410,△ 410,250
,,,95,016,2,12,5,14,,地方創生推進委託費,"456,891","540,953",0,"540,953","997,844"
,,,95,016,2,81,5,16,,都市再生推進調査費補助金,0,"30,000",0,"30,000","30,000"
,,,95,016,2,12,9,06,,諸謝金外8目,"1,064,791",0,0,0,"1,064,791"
,,232,,,,,,,総合特区推進調整費,,"400,000",0,0,0,"400,000"
,,233,,,,,,,地方創生推進費,,"62,932,000","57,000,000",0,"57,000,000","119,932,000"
,,,95,199,1,82,5,16,,地方創生拠点整備交付金,0,"57,000,000",0,"57,000,000","57,000,000"
,,,95,199,2,81,5,16,,地方創生推進交付金外1目,"62,932,000",0,0,0,"62,932,000"
,,234,,,,,,,地方創生基盤整備事業推進費,,"39,068,000","3,000,000",0,"3,000,000","42,068,000"
,,,48,052,1,82,5,00,,地方創生整備推進交付金,"39,068,000","3,000,000",0,"3,000,000","42,068,000"
,知的財産戦略推進事務局,,,,,,,,,,"151,703","180,000","△ 2,977","177,023","328,726"
,,241,,,,,,,知的財産戦略推進事務局,,"151,703","180,000","△ 2,977","177,023","328,726"
,,,95,016,2,11,1,03,,職員諸手当,"7,627",0,"△ 1,081","△ 1,081","6,546"
,,,95,016,2,11,1,05,,委員手当,"4,373",0,△ 10,△ 10,"4,363"
,,,95,016,2,11,1,05,,非常勤職員手当,"27,022",0,"△ 1,526","△ 1,526","25,496"
,,,95,089,2,11,1,05,,児童手当,360,0,△ 360,△ 360,0
,,,95,016,2,12,9,06,,諸謝金,"20,116","180,000",0,"180,000","200,116"
,,,95,016,2,12,2,08,,職員旅費外3目,"92,205",0,0,0,"92,205"
,宇宙開発戦略推進事務局,,,,,,,,,,"16,195,348","15,104,620","△ 21,714","15,082,906","31,278,254"
,,251,,,,,,,宇宙開発戦略推進事務局,,"16,195,348","15,104,620","△ 21,714","15,082,906","31,278,254"
,,,95,016,2,11,1,02,,職員基本給,"92,570",0,"△ 4,249","△ 4,249","88,321"
,,,95,016,2,11,1,03,,職員諸手当,"52,078",0,"△ 1,902","△ 1,902","50,176"
,,,95,016,2,11,1,05,,委員手当,"10,007",0,△ 297,△ 297,"9,710"
,,,95,016,2,11,1,05,,非常勤職員手当,"72,566",0,"△ 15,031","△ 15,031","57,535"
,,,95,089,2,11,1,05,,児童手当,960,0,△ 235,△ 235,725
,,,95,016,2,12,5,14,,実用準天頂衛星システム開発等委託費,"7,370,000","15,104,620",0,"15,104,620","22,474,620"
,,,95,016,2,12,9,06,,諸謝金外9目,"8,597,167",0,0,0,"8,597,167"
,北方対策本部,,,,,,,,,,"1,687,661",0,"△ 6,277","△ 6,277","1,681,384"
,,061,,,,,,,北方対策本部,,"365,550",0,"△ 6,277","△ 6,277","359,273"
,,,95,016,2,11,1,02,,職員基本給,"70,048",0,"△ 2,370","△ 2,370","67,678"
,,,95,016,2,11,1,03,,職員諸手当,"38,634",0,"△ 1,515","△ 1,515","37,119"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"8,234",0,"△ 2,392","△ 2,392","5,842"
,,,95,016,2,12,9,06,,諸謝金外5目,"248,634",0,0,0,"248,634"
,,062,,,,,,,独立行政法人北方領土問題対策協会運営費,,"1,322,111",0,0,0,"1,322,111"
,子ども・子育て本部,,,,,,,,,,"2,088,576,692","40,363,439","△ 43,921,841","△ 3,558,402","2,085,018,290"
,,211,,,,,,,子ども・子育て本部,,"1,548,964","1,600,000","△ 18,115","1,581,885","3,130,849"
,,,95,016,2,11,1,02,,職員基本給,"146,468",0,"△ 10,933","△ 10,933","135,535"
,,,95,016,2,11,1,03,,職員諸手当,"77,539",0,"△ 5,738","△ 5,738","71,801"
,,,95,016,2,11,1,05,,委員手当,"6,738",0,△ 283,△ 283,"6,455"
,,,95,016,2,11,1,05,,非常勤職員手当,"10,617",0,△ 116,△ 116,"10,501"
,,,95,089,2,11,1,05,,児童手当,"2,100",0,"△ 1,045","△ 1,045","1,055"
,,,95,016,2,81,5,16,,地域少子化対策重点推進交付金,"999,489","1,600,000",0,"1,600,000","2,599,489"
,,,95,016,2,12,9,06,,諸謝金外7目,"306,013",0,0,0,"306,013"
,,213,,,,,,,子ども・子育て支援年金特別会計へ繰入,,"2,087,027,728","38,763,439","△ 43,903,726","△ 5,140,287","2,081,887,441"
,,,06,089,2,71,6,22,,年金特別会計へ繰入,"73,731,905","31,552,706","△ 63,361","31,489,345","105,221,250"
,,,05,089,2,71,6,22,,児童手当年金特別会計へ繰入,"1,145,870,648",0,"△ 43,840,365","△ 43,840,365","1,102,030,283"
,,,05,089,2,71,6,22,,子どものための教育・保育給付等年金特別会計へ繰入,"832,269,784","7,210,733",0,"7,210,733","839,480,517"
,,,05,089,2,71,6,22,,地域子ども・子育て支援事業年金特別会計へ繰入,"35,155,391",0,0,0,"35,155,391"
,総合海洋政策推進事務局,,,,,,,,,,"5,209,476",0,"△ 1,127","△ 1,127","5,208,349"
,,261,,,,,,,総合海洋政策推進事務局,,"158,388",0,"△ 1,127","△ 1,127","157,261"
,,,95,016,2,11,1,03,,職員諸手当,"7,985",0,"△ 1,061","△ 1,061","6,924"
,,,95,016,2,11,1,05,,委員手当,"1,911",0,△ 66,△ 66,"1,845"
,,,95,016,2,12,9,06,,諸謝金外6目,"148,492",0,0,0,"148,492"
,,262,,,,,,,有人国境離島政策推進費,,"5,051,088",0,0,0,"5,051,088"
,国際平和協力本部,,,,,,,,,,"612,374",0,"△ 11,659","△ 11,659","600,715"
,,071,,,,,,,国際平和協力本部,,"612,374",0,"△ 11,659","△ 11,659","600,715"
,,,95,016,2,11,1,02,,職員基本給,"127,610",0,△ 721,△ 721,"126,889"
,,,95,016,2,11,1,03,,職員諸手当,"91,009",0,△ 363,△ 363,"90,646"
,,,95,016,2,11,1,05,,非常勤職員手当,"37,756",0,"△ 9,905","△ 9,905","27,851"
,,,95,089,2,11,1,05,,児童手当,"1,950",0,△ 670,△ 670,"1,280"
,,,95,016,2,12,9,06,,諸謝金外8目,"354,049",0,0,0,"354,049"
