所管,組織,,,,,,,,,                        項目,平成28年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,089,2,11,1,05,,児童手当,"71,850","73,960","△ 2,110"
,,,95,012,2,12,9,06,,諸謝金,"6,308","7,691","△ 1,383"
,,,95,012,2,12,2,08,,議員旅費,"315,612","315,612",0
,,,95,012,2,12,2,08,,議員文書通信交通滞在費,"5,700,000","5,700,000",0
,,,95,012,2,12,2,08,,議会雑費,"29,700","29,700",0
,,,95,012,2,12,2,08,,職員旅費,"144,980","145,936",△ 956
,,,95,012,2,12,2,08,,赴任旅費,"2,526","2,526",0
,,,95,012,2,12,2,08,,証人等旅費,"11,821","15,285","△ 3,464"
,,,95,012,2,12,3,09,,庁費,"1,002,990","1,024,743","△ 21,753"
,,,95,012,2,12,3,09,,情報処理業務庁費,"1,666,182","1,630,757","35,425"
,,,95,012,2,12,3,09,,議員会館管理等運営庁費,"3,373,379","3,354,864","18,515"
,,,95,012,2,12,3,09,,議員特殊乗車券等購入費,"873,472","873,472",0
,,,95,012,2,12,3,09,,国会活動啓発費,"22,606","22,606",0
,,,95,012,2,12,3,09,,議案類印刷費,"701,596","713,262","△ 11,666"
,,,95,012,2,12,3,09,,招へい外国人滞在費,"72,256","89,853","△ 17,597"
,,,95,012,2,12,3,09,,各所修繕,"75,872","71,739","4,133"
,,,95,012,2,12,3,09,,国政調査活動費,"409,489","434,608","△ 25,119"
,,,95,012,2,12,3,09,,公共施設等維持管理運営費,"4,087,765","4,327,720","△ 239,955"
,,,95,199,2,13,3,09,,自動車重量税,"1,174","1,031",143
,,,95,012,2,12,3,11,,立法事務費,"3,705,000","3,705,000",0
,,,95,012,2,11,5,16,,国家公務員共済組合負担金,"2,340,493","2,292,225","48,268"
,,,95,012,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"568,042","563,925","4,117"
,,,95,012,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"2,097","2,408",△ 311
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"534,047","518,112","15,935"
,,,95,012,2,72,5,16,,列国議会同盟分担金,"136,232","132,786","3,446"
,,,95,012,2,12,9,17,,交際費,"58,063","58,063",0
,,,95,012,2,95,9,18,,賠償償還及払戻金,"2,467","2,467",0
,,002,,,,,,,衆議院施設費,,"9,101,896","9,120,277","△ 18,381"
,,,95,012,1,20,2,08,,施設施工旅費,696,"1,103",△ 407
,,,95,012,1,20,3,09,,施設施工庁費,"3,500","34,047","△ 30,547"
,,,95,012,1,20,4,15,,施設整備費,"1,095,889","1,099,995","△ 4,106"
,,,95,012,1,20,4,15,,不動産購入費,"8,001,811","7,985,132","16,679"
,,009,,,,,,,衆議院予備経費,,"7,000","7,000",0
,,,95,012,2,95,9,99,,(国会予備経費),"7,000","7,000",0
,参議院,,,,,,,,,,"44,972,743","44,080,036","892,707"
,,011,,,,,,,参議院,,"39,510,631","38,638,839","871,792"
,,,95,012,2,11,1,01,,議員歳費,"5,211,408","5,184,612","26,796"
,,,95,012,2,11,1,02,,職員基本給,"6,524,206","6,577,246","△ 53,040"
,,,95,012,2,11,1,03,,職員諸手当,"3,193,194","3,119,452","73,742"
,,,95,012,2,11,1,04,,超過勤務手当,"1,123,874","1,104,156","19,718"
,,,95,012,2,11,1,05,,議員秘書手当,"6,397,106","6,210,186","186,920"
,,,95,012,2,11,1,05,,非常勤職員手当,"145,561","146,080",△ 519
,,,95,012,2,11,1,05,,休職者給与,"34,577","30,973","3,604"
,,,95,012,2,11,1,05,,短時間勤務職員給与,"81,642","78,818","2,824"
,,,95,012,2,15,1,05,,公務災害補償費,"2,848","2,549",299
,,,95,012,2,11,1,05,,退職手当,"1,116,505","1,268,826","△ 152,321"
,,,95,012,2,11,1,05,,議員秘書退職手当,"882,285","196,864","685,421"
,,,95,012,2,15,1,05,,弔慰金,"41,440","41,408",32
,,,95,089,2,11,1,05,,児童手当,"49,635","57,910","△ 8,275"
,,,95,012,2,12,9,06,,諸謝金,"5,512","6,826","△ 1,314"
,,,95,012,2,12,2,08,,議員旅費,"161,965","148,742","13,223"
,,,95,012,2,12,2,08,,議員文書通信交通滞在費,"2,969,000","2,904,000","65,000"
,,,95,012,2,12,2,08,,議会雑費,"29,700","29,700",0
,,,95,012,2,12,2,08,,職員旅費,"87,445","93,940","△ 6,495"
,,,95,012,2,12,2,08,,赴任旅費,"2,674","3,138",△ 464
,,,95,012,2,12,2,08,,証人等旅費,"10,584","10,584",0
,,,95,012,2,12,3,09,,庁費,"617,420","618,402",△ 982
,,,95,012,2,12,3,09,,情報処理業務庁費,"1,049,863","1,010,162","39,701"
,,,95,012,2,12,3,09,,議員会館管理等運営庁費,"2,608,139","2,565,159","42,980"
,,,95,012,2,12,3,09,,議員特殊乗車券等購入費,"445,539","443,043","2,496"
,,,95,012,2,12,3,09,,国会活動啓発費,"23,566","24,566","△ 1,000"
,,,95,012,2,12,3,09,,議案類印刷費,"487,198","488,500","△ 1,302"
,,,95,012,2,12,3,09,,招へい外国人滞在費,"50,870","50,870",0
,,,95,012,2,12,3,09,,各所修繕,"61,645","61,645",0
,,,95,012,2,12,3,09,,国政調査活動費,"249,652","242,167","7,485"
,,,95,012,2,12,3,09,,公共施設等維持管理運営費,"1,423,639","1,536,073","△ 112,434"
,,,95,199,2,13,3,09,,自動車重量税,"1,124",668,456
,,,95,012,2,12,3,11,,立法事務費,"1,887,600","1,887,600",0
,,,95,012,2,11,5,16,,国家公務員共済組合負担金,"1,773,681","1,738,188","35,493"
,,,95,012,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"428,712","433,431","△ 4,719"
,,,95,012,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"1,995",945,"1,050"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"296,014","288,597","7,417"
,,,95,012,2,12,9,17,,交際費,"30,453","30,453",0
,,,95,012,2,95,9,18,,賠償償還及払戻金,"2,360","2,360",0
,,012,,,,,,,参議院施設費,,"5,457,112","5,436,197","20,915"
,,,95,012,1,20,2,08,,施設施工旅費,875,"1,305",△ 430
,,,95,012,1,20,3,09,,施設施工庁費,"60,817","44,859","15,958"
,,,95,012,1,20,4,15,,施設整備費,"1,126,983","1,121,596","5,387"
,,,95,012,1,20,4,15,,不動産購入費,"4,268,437","4,268,437",0
,,019,,,,,,,参議院予備経費,,"5,000","5,000",0
,,,95,012,2,95,9,99,,(国会予備経費),"5,000","5,000",0
,国立国会図書館,,,,,,,,,,"19,556,320","20,035,121","△ 478,801"
,,021,,,,,,,国立国会図書館,,"18,130,198","18,487,204","△ 357,006"
,,,95,012,2,11,1,02,,職員基本給,"4,554,570","4,491,226","63,344"
,,,95,012,2,11,1,03,,職員諸手当,"2,341,333","2,258,344","82,989"
,,,95,012,2,11,1,04,,超過勤務手当,"456,012","449,768","6,244"
,,,95,012,2,11,1,05,,非常勤職員手当,"192,267","190,700","1,567"
,,,95,012,2,11,1,05,,休職者給与,"34,976","42,246","△ 7,270"
,,,95,012,2,11,1,05,,短時間勤務職員給与,"65,794","69,042","△ 3,248"
,,,95,012,2,15,1,05,,公務災害補償費,"1,100",590,510
,,,95,012,2,11,1,05,,退職手当,"561,687","1,102,191","△ 540,504"
,,,95,089,2,11,1,05,,児童手当,"27,590","29,725","△ 2,135"
,,,95,012,2,12,9,06,,諸謝金,"23,733","23,282",451
,,,95,012,2,12,2,08,,職員旅費,"58,017","58,074",△ 57
,,,95,012,2,12,2,08,,赴任旅費,"10,015","10,613",△ 598
,,,95,012,2,12,2,08,,委員等旅費,"3,405","3,224",181
,,,95,012,2,12,2,08,,外国人招へい旅費,"5,257","5,257",0
,,,95,012,2,12,3,09,,庁費,"43,871","43,871",0
,,,95,012,2,12,3,09,,国立国会図書館業務庁費,"4,626,255","4,370,420","255,835"
,,,95,012,2,12,3,09,,図書館資料購入費,"787,807","786,090","1,717"
,,,95,012,2,12,3,09,,立法資料購入費,"62,795","62,795",0
,,,13,012,2,12,3,09,,科学技術関係資料費,"1,093,127","1,092,628",499
,,,95,012,2,12,3,09,,特殊文書関係資料整備費,"67,533","67,533",0
,,,95,012,2,12,3,09,,電子計算機等借料,"1,177,477","1,430,424","△ 252,947"
,,,95,012,2,12,3,09,,招へい外国人滞在費,"4,575","4,575",0
,,,95,012,2,12,3,09,,各所修繕,"77,146","77,221",△ 75
,,,95,199,2,13,3,09,,自動車重量税,179,41,138
,,,95,012,2,11,5,16,,国家公務員共済組合負担金,"1,152,808","1,121,486","31,322"
,,,95,012,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"289,219","284,290","4,929"
,,,95,012,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"2,178","1,746",432
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"3,008","3,111",△ 103
,,,95,012,2,72,5,16,,国際図書館連盟等拠出金,"15,531","15,758",△ 227
,,,95,012,2,12,9,17,,交際費,640,640,0
,,,95,012,2,95,9,18,,賠償償還及払戻金,44,44,0
,,,95,012,2,95,9,20,,納入出版物代償金,"390,249","390,249",0
,,022,,,,,,,国立国会図書館施設費,,"1,426,122","1,547,917","△ 121,795"
,,,95,012,1,20,2,08,,施設施工旅費,"1,475","2,068",△ 593
,,,95,012,1,20,3,09,,施設施工庁費,"52,087","104,855","△ 52,768"
,,,95,012,1,20,4,15,,施設整備費,"1,372,560","1,440,994","△ 68,434"
,裁判官訴追委員会,,,,,,,,,,"128,217","128,132",85
,,031,,,,,,,裁判官訴追委員会,,"128,217","128,132",85
,,,95,012,2,11,1,02,,職員基本給,"72,283","72,200",83
,,,95,012,2,11,1,03,,職員諸手当,"34,407","34,381",26
,,,95,012,2,11,1,04,,超過勤務手当,"4,454","4,469",△ 15
,,,95,012,2,11,1,05,,非常勤職員手当,"7,642","7,656",△ 14
,,,95,089,2,11,1,05,,児童手当,"1,560","1,500",60
,,,95,012,2,12,9,06,,諸謝金,100,15,85
,,,95,012,2,12,2,08,,職務雑費,900,900,0
,,,95,012,2,12,2,08,,職員旅費,888,888,0
,,,95,012,2,12,2,08,,委員旅費,890,890,0
,,,95,012,2,12,2,08,,証人等旅費,324,324,0
,,,95,012,2,12,3,09,,庁費,"4,769","4,909",△ 140
,裁判官弾劾裁判所,,,,,,,,,,"112,063","109,529","2,534"
,,041,,,,,,,裁判官弾劾裁判所,,"112,063","109,529","2,534"
,,,95,012,2,11,1,02,,職員基本給,"66,508","65,230","1,278"
,,,95,012,2,11,1,03,,職員諸手当,"35,112","33,672","1,440"
,,,95,012,2,11,1,04,,超過勤務手当,"2,956","2,949",7
,,,95,089,2,11,1,05,,児童手当,480,610,△ 130
,,,95,012,2,12,9,06,,諸謝金,159,159,0
,,,95,012,2,12,2,08,,職務雑費,900,900,0
,,,95,012,2,12,2,08,,職員旅費,399,399,0
,,,95,012,2,12,2,08,,委員旅費,276,276,0
,,,95,012,2,12,2,08,,証人等旅費,43,43,0
,,,95,012,2,12,3,09,,庁費,"5,205","5,266",△ 61
,,,95,199,2,13,3,09,,自動車重量税,25,25,0
裁判所,裁判所,,,,,,,,,,"315,300,114","313,097,396","2,202,718"
,,001,,,,,,,最高裁判所,,"75,485,918","75,459,442","26,476"
,,,95,014,2,11,1,02,,職員基本給,"5,232,541","5,212,512","20,029"
,,,95,014,2,11,1,03,,職員諸手当,"2,597,656","2,475,080","122,576"
,,,95,014,2,11,1,04,,超過勤務手当,"727,995","729,592","△ 1,597"
,,,95,014,2,11,1,05,,委員手当,"16,592","16,842",△ 250
,,,95,014,2,11,1,05,,非常勤職員手当,"8,654","8,654",0
,,,95,014,2,11,1,05,,休職者給与,"386,859","402,309","△ 15,450"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"3,086","3,086",0
,,,95,014,2,15,1,05,,公務災害補償費,"102,936","108,134","△ 5,198"
,,,95,014,2,11,1,05,,退職手当,"15,160,871","15,965,537","△ 804,666"
,,,95,089,2,11,1,05,,児童手当,"60,185","60,055",130
,,,95,014,2,12,9,06,,諸謝金,"261,974","260,606","1,368"
,,,95,014,2,12,2,08,,職員旅費,"685,733","678,396","7,337"
,,,95,014,2,12,2,08,,外国留学旅費,"64,838","65,751",△ 913
,,,95,014,2,12,2,08,,赴任旅費,"543,348","541,073","2,275"
,,,95,014,2,12,2,08,,委員等旅費,"10,956","11,299",△ 343
,,,95,014,2,12,2,08,,司法修習生旅費,"241,666","240,118","1,548"
,,,95,014,2,12,2,08,,外国人招へい旅費,"2,733","8,362","△ 5,629"
,,,95,014,2,12,2,08,,証人等旅費,12,12,0
,,,95,014,2,12,3,09,,庁費,"1,090,436","1,081,579","8,857"
,,,95,014,2,12,3,09,,情報処理業務庁費,"446,325","284,485","161,840"
,,,95,014,2,12,3,09,,裁判資料整備費,"486,437","504,281","△ 17,844"
,,,95,014,2,12,3,09,,研修費,"386,764","383,634","3,130"
,,,95,014,2,12,3,09,,国会図書館支部庁費,"45,816","45,816",0
,,,95,014,2,12,3,09,,裁判官等法服費,"5,294","5,924",△ 630
,,,95,014,2,12,3,09,,招へい外国人滞在費,"1,602","3,915","△ 2,313"
,,,95,014,2,12,3,09,,各所修繕,"984,682","950,849","33,833"
,,,95,199,2,13,3,09,,自動車重量税,861,909,△ 48
,,,95,014,2,12,5,14,,司法修習生研修委託費,"112,988","121,826","△ 8,838"
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"32,792,336","31,907,340","884,996"
,,,95,014,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"8,041,413","7,955,742","85,671"
,,,95,014,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"70,523","70,080",443
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"178,129","198,127","△ 19,998"
,,,95,014,2,72,5,16,,国際裁判官連合分担金,312,315,△ 3
,,,95,014,2,12,9,17,,交際費,"2,094","2,094",0
,,,95,014,2,95,9,18,,賠償償還及払戻金,"6,076","6,076",0
,,,95,014,2,95,9,23,,修習資金貸与金,"4,725,195","5,149,032","△ 423,837"
,,002,,,,,,,下級裁判所,,"205,757,795","203,990,921","1,766,874"
,,,95,014,2,11,1,02,,職員基本給,"127,429,216","126,964,961","464,255"
,,,95,014,2,11,1,03,,職員諸手当,"60,332,683","58,725,376","1,607,307"
,,,95,014,2,11,1,04,,超過勤務手当,"3,483,885","3,562,357","△ 78,472"
,,,95,014,2,11,1,05,,委員手当,"7,166,092","7,429,126","△ 263,034"
,,,95,014,2,11,1,05,,非常勤職員手当,"110,968","110,968",0
,,,95,014,2,11,1,05,,短時間勤務職員給与,"9,258","9,258",0
,,,95,089,2,11,1,05,,児童手当,"1,065,605","1,096,090","△ 30,485"
,,,95,014,2,12,9,06,,諸謝金,"73,094","67,770","5,324"
,,,95,014,2,12,2,08,,職員旅費,"197,768","195,762","2,006"
,,,95,014,2,12,2,08,,委員等旅費,"450,432","490,723","△ 40,291"
,,,95,014,2,12,3,09,,庁費,"4,175,648","4,185,625","△ 9,977"
,,,95,014,2,12,3,09,,情報処理業務庁費,"129,344","141,445","△ 12,101"
,,,95,014,2,12,3,09,,国有財産管理処分庁費,"84,932","48,141","36,791"
,,,95,014,2,20,3,09,,法廷等器具整備費,"619,239","537,295","81,944"
,,,95,014,2,12,3,09,,土地建物借料,"122,208","102,763","19,445"
,,,95,014,2,12,3,09,,公共施設等維持管理運営費,"299,299","316,318","△ 17,019"
,,,95,199,2,13,3,09,,自動車重量税,"5,451","4,270","1,181"
,,,95,014,2,12,9,17,,交際費,"2,673","2,673",0
,,003,,,,,,,検察審査費,,"319,161","325,124","△ 5,963"
,,,95,014,2,11,1,05,,委員手当,"4,513","4,798",△ 285
,,,95,014,2,12,2,08,,職員旅費,518,991,△ 473
,,,95,014,2,12,2,08,,委員等旅費,195,196,△ 1
,,,95,014,2,12,2,08,,検察審査員旅費,"260,748","266,948","△ 6,200"
,,,95,014,2,12,2,08,,証人等旅費,139,139,0
,,,95,014,2,12,3,09,,庁費,"53,048","52,052",996
,,004,,,,,,,裁判費,,"19,124,553","19,274,476","△ 149,923"
,,,95,014,2,12,9,06,,諸謝金,"2,097,325","2,116,617","△ 19,292"
,,,95,014,2,12,2,08,,裁判旅費,"266,517","277,506","△ 10,989"
,,,95,014,2,12,2,08,,執行官旅費,"46,298","45,113","1,185"
,,,95,014,2,12,2,08,,委員等旅費,"1,834,017","1,933,490","△ 99,473"
,,,95,014,2,12,2,08,,証人等旅費,"159,669","159,736",△ 67
,,,95,014,2,12,3,09,,裁判庁費,"12,995,950","12,814,016","181,934"
,,,95,014,2,12,3,09,,特別送達料,"624,181","605,486","18,695"
,,,95,014,2,12,3,09,,身柄拘束者食糧費,413,413,0
,,,95,014,2,12,5,14,,少年補導委託費,"153,965","153,965",0
,,,95,014,2,95,9,18,,賠償償還及払戻金,"433,844","654,537","△ 220,693"
,,,95,014,2,95,9,19,,保証金,"10,000","10,000",0
,,,95,014,2,95,9,20,,刑事補償金,"492,353","492,353",0
,,,95,014,2,95,9,20,,少年補償金,"10,021","11,244","△ 1,223"
,,005,,,,,,,裁判所施設費,,"14,604,687","14,039,433","565,254"
,,,95,014,1,20,2,08,,施設施工旅費,"74,813","71,896","2,917"
,,,95,014,1,20,3,09,,施設施工庁費,"568,976","565,958","3,018"
,,,95,014,1,20,4,15,,施設整備費,"13,183,296","12,623,977","559,319"
,,,95,014,1,20,4,15,,不動産購入費,"777,602","777,602",0
,,010,,,,,,,裁判所予備経費,,"8,000","8,000",0
,,,95,014,2,95,9,99,,(裁判所予備経費),"8,000","8,000",0
会計検査院,会計検査院,,,,,,,,,,"16,826,708","17,128,299","△ 301,591"
,,001,,,,,,,会計検査院,,"16,763,791","17,061,547","△ 297,756"
,,,95,016,2,11,1,02,,職員基本給,"6,299,223","6,278,026","21,197"
,,,95,016,2,11,1,03,,職員諸手当,"3,184,689","3,137,066","47,623"
,,,95,016,2,11,1,04,,超過勤務手当,"977,345","980,481","△ 3,136"
,,,95,016,2,11,1,05,,委員手当,"2,144","2,187",△ 43
,,,95,016,2,11,1,05,,非常勤職員手当,"15,038","14,958",80
,,,95,016,2,11,1,05,,休職者給与,"14,278","15,183",△ 905
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,482,934,△ 452
,,,95,016,2,11,1,05,,短時間勤務職員給与,"209,552","205,275","4,277"
,,,95,016,2,15,1,05,,公務災害補償費,"13,009","13,308",△ 299
,,,95,016,2,11,1,05,,退職手当,"1,130,636","1,549,071","△ 418,435"
,,,95,089,2,11,1,05,,児童手当,"52,165","52,370",△ 205
,,,95,016,2,12,9,06,,諸謝金,"8,110","8,372",△ 262
,,,95,016,2,12,2,08,,職員旅費,"38,229","36,830","1,399"
,,,95,016,2,12,2,08,,検査旅費,"546,695","547,024",△ 329
,,,95,016,2,12,2,08,,外国留学旅費,"7,945","7,348",597
,,,95,016,2,12,2,08,,赴任旅費,"6,337","8,551","△ 2,214"
,,,95,016,2,12,2,08,,委員等旅費,"3,693","3,175",518
,,,95,016,2,12,2,08,,外国人招へい旅費,"7,234","7,234",0
,,,95,016,2,12,3,09,,庁費,"226,279","229,443","△ 3,164"
,,,95,016,2,12,3,09,,研修所庁費,"113,807","117,866","△ 4,059"
,,,95,016,2,12,3,09,,会計検査情報処理業務庁費,"742,625","747,050","△ 4,425"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,535","1,535",0
,,,95,016,2,12,3,09,,通信専用料,817,817,0
,,,95,016,2,12,3,09,,電子計算機等借料,"139,436","116,238","23,198"
,,,95,016,2,12,3,09,,招へい外国人滞在費,"1,015","1,015",0
,,,95,016,2,12,3,09,,各所修繕,"16,083","17,118","△ 1,035"
,,,95,016,2,12,3,09,,会計検査活動費,"220,291","225,445","△ 5,154"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"473,455","464,546","8,909"
,,,95,016,2,12,3,09,,官民区分所有施設維持管理運営費,"158,594","158,605",△ 11
,,,95,199,2,13,3,09,,自動車重量税,75,158,△ 83
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,712,784","1,666,892","45,892"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"429,301","431,925","△ 2,624"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"1,073","1,077",△ 4
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,511,"5,557","△ 5,046"
,,,95,016,2,72,5,16,,最高会計検査機関国際組織分担金,"3,091","3,102",△ 11
,,,95,016,2,72,5,16,,最高会計検査機関国際組織拠出金,"5,400","4,950",450
,,,95,016,2,12,9,17,,交際費,805,805,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,10,10,0
,,002,,,,,,,会計検査院施設費,,"62,917","66,752","△ 3,835"
,,,95,016,1,20,2,08,,施設施工旅費,463,480,△ 17
,,,95,016,1,20,3,09,,施設施工庁費,"5,666","7,354","△ 1,688"
,,,95,016,1,20,4,15,,施設整備費,"56,788","58,918","△ 2,130"
内閣,内閣官房,,,,,,,,,,"102,376,911","96,262,942","6,113,969"
,,001,,,,,,,内閣官房共通費,,"39,867,528","34,363,889","5,503,639"
,,,95,016,2,11,1,02,,職員基本給,"6,239,044","6,021,844","217,200"
,,,95,016,2,11,1,03,,職員諸手当,"3,090,119","2,895,036","195,083"
,,,95,016,2,11,1,04,,超過勤務手当,"963,533","920,316","43,217"
,,,95,016,2,11,1,05,,委員手当,"21,962","22,694",△ 732
,,,95,016,2,11,1,05,,非常勤職員手当,"895,751","858,164","37,587"
,,,95,016,2,11,1,05,,休職者給与,"11,018","11,021",△ 3
,,,95,016,2,11,1,05,,短時間勤務職員給与,"127,268","121,581","5,687"
,,,95,016,2,11,1,05,,退職手当,"844,036","938,992","△ 94,956"
,,,95,089,2,11,1,05,,児童手当,"70,170","71,340","△ 1,170"
,,,95,016,2,12,9,06,,諸謝金,"1,175,163","852,634","322,529"
,,,95,016,2,95,9,07,,報償費,"1,461,652","1,461,652",0
,,,95,016,2,12,2,08,,職員旅費,"788,788","661,105","127,683"
,,,95,016,2,12,2,08,,赴任旅費,"5,123","5,249",△ 126
,,,95,016,2,12,2,08,,委員等旅費,"168,584","166,740","1,844"
,,,95,016,2,12,2,08,,外国人招へい旅費,"4,873","4,873",0
,,,95,016,2,12,3,09,,庁費,"2,100,559","1,918,908","181,651"
,,,95,016,2,12,3,09,,情報処理業務庁費,"5,626,663","5,067,049","559,614"
,,,95,016,2,12,3,09,,総理大臣官邸業務庁費,"1,740,284","1,746,912","△ 6,628"
,,,95,016,2,12,3,09,,拉致問題対策庁費,"498,724","496,570","2,154"
,,,95,016,2,12,3,09,,電子計算機等借料,"90,616","90,392",224
,,,95,016,2,12,3,09,,土地建物借料,"286,719","273,156","13,563"
,,,95,016,2,12,3,09,,各所修繕,"41,868","40,162","1,706"
,,,95,016,2,12,3,09,,拉致問題対策情報収集等活動費,"600,000","600,000",0
,,,95,016,2,12,3,09,,国家安全保障政策活動費,"120,000","120,000",0
,,,95,016,2,12,3,09,,国際テロ情報収集等活動費,"120,000",0,"120,000"
,,,95,199,2,13,3,09,,自動車重量税,"1,008",859,149
,,,95,016,2,12,5,14,,重要政策基礎調査委託費,"299,946","93,609","206,337"
,,,95,016,2,12,5,14,,情報調査委託費,"757,954","757,954",0
,,,95,016,2,12,5,14,,社会保障・税番号制度システム開発等委託費,"9,539,362","6,199,716","3,339,646"
,,,95,016,2,12,5,14,,健康・医療戦略推進調査委託費,"31,964","21,625","10,339"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,740,598","1,584,518","156,080"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"391,518","326,524","64,994"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,620,653,△ 33
,,,95,016,2,12,9,17,,交際費,"11,841","11,841",0
,,,95,016,2,95,9,18,,賠償償還及払戻金,200,200,0
,,002,,,,,,,内閣官房施設費,,"639,643","539,313","100,330"
,,,95,016,1,20,2,08,,施設施工旅費,280,276,4
,,,95,016,1,20,3,09,,施設施工庁費,"52,335","19,509","32,826"
,,,95,016,1,20,4,15,,施設整備費,"587,028","519,528","67,500"
,,003,,,,,,,情報収集衛星業務費,,"61,165,833","60,888,738","277,095"
,,,95,016,2,12,9,06,,諸謝金,"168,056","168,794",△ 738
,,,95,016,2,12,2,08,,職員旅費,"74,654","75,791","△ 1,137"
,,,95,016,2,12,2,08,,委員等旅費,678,678,0
,,,95,016,2,12,3,09,,情報収集衛星業務庁費,"7,097,704","7,403,918","△ 306,214"
,,,95,016,2,12,3,09,,通信専用料,"643,098","604,924","38,174"
,,,95,016,2,12,3,09,,土地建物借料,"25,380","32,292","△ 6,912"
,,,95,016,2,12,3,09,,各所修繕,"24,812","23,801","1,011"
,,,95,199,2,13,3,09,,自動車重量税,251,164,87
,,,95,016,2,12,5,14,,情報収集衛星システム開発等委託費,"53,131,200","52,578,376","552,824"
,,004,,,,,,,情報収集衛星施設費,,"703,907","471,002","232,905"
,,,95,016,1,20,2,08,,施設施工旅費,"2,949","1,930","1,019"
,,,95,016,1,20,3,09,,施設施工庁費,"43,536","19,296","24,240"
,,,95,016,1,20,4,15,,施設整備費,"657,422","449,776","207,646"
,内閣法制局,,,,,,,,,,"1,284,355","1,069,660","214,695"
,,011,,,,,,,内閣法制局,,"1,284,355","1,069,660","214,695"
,,,95,016,2,11,1,02,,職員基本給,"477,338","482,618","△ 5,280"
,,,95,016,2,11,1,03,,職員諸手当,"257,259","256,040","1,219"
,,,95,016,2,11,1,04,,超過勤務手当,"73,855","69,217","4,638"
,,,95,089,2,11,1,05,,児童手当,"4,790","4,970",△ 180
