所管,組織,,,,,,,,                             項目,,"平成28年度
成立予算額(千円)",補正要求,,,"改平成28年度
予算額(千円)"
,,,95,014,2,12,3,09,,研修費,"386,764",0,"△ 4,923","△ 4,923","381,841"
,,,95,014,2,12,5,14,,司法修習生研修委託費,"112,988",0,"△ 3,581","△ 3,581","109,407"
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"32,792,336",0,"△ 611,262","△ 611,262","32,181,074"
,,,95,014,2,95,9,23,,修習資金貸与金,"4,725,195",0,"△ 182,660","△ 182,660","4,542,535"
,,,95,014,2,12,2,08,,職員旅費外20目,"12,321,771",0,0,0,"12,321,771"
,,002,,,,,,,下級裁判所,,"205,757,795",0,"△ 318,718","△ 318,718","205,439,077"
,,,95,014,2,11,1,02,,職員基本給,"127,429,216",0,"△ 317,938","△ 317,938","127,111,278"
,,,95,014,2,12,2,08,,委員等旅費,"450,432",0,△ 780,△ 780,"449,652"
,,,95,014,2,12,9,06,,諸謝金外15目,"77,878,147",0,0,0,"77,878,147"
,,003,,,,,,,検察審査費,,"319,161",0,△ 967,△ 967,"318,194"
,,,95,014,2,11,1,05,,委員手当,"4,513",0,△ 967,△ 967,"3,546"
,,,95,014,2,12,2,08,,職員旅費外4目,"314,648",0,0,0,"314,648"
,,004,,,,,,,裁判費,,"19,124,553",0,"△ 209,100","△ 209,100","18,915,453"
,,,95,014,2,12,3,09,,裁判庁費,"12,995,950",0,"△ 209,100","△ 209,100","12,786,850"
,,,95,014,2,12,9,06,,諸謝金外11目,"6,128,603",0,0,0,"6,128,603"
,,005,,,,,,,裁判所施設費,,"19,103,309",0,0,0,"19,103,309"
,,010,,,,,,,裁判所予備経費,,"8,000",0,0,0,"8,000"
会計検査院,会計検査院,,,,,,,,,,"16,895,744",0,"△ 370,152","△ 370,152","16,525,592"
,,001,,,,,,,会計検査院,,"16,763,791",0,"△ 370,152","△ 370,152","16,393,639"
,,,95,016,2,11,1,02,,職員基本給,"6,299,223",0,"△ 106,293","△ 106,293","6,192,930"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"209,552",0,"△ 71,978","△ 71,978","137,574"
,,,95,016,2,11,1,05,,退職手当,"1,130,636",0,"△ 20,316","△ 20,316","1,110,320"
,,,95,016,2,12,2,08,,検査旅費,"546,695",0,"△ 37,886","△ 37,886","508,809"
,,,95,016,2,12,3,09,,会計検査情報処理業務庁費,"742,625",0,"△ 133,679","△ 133,679","608,946"
,,,95,016,2,12,9,06,,諸謝金外32目,"7,835,060",0,0,0,"7,835,060"
,,002,,,,,,,会計検査院施設費,,"131,953",0,0,0,"131,953"
内閣,内閣官房,,,,,,,,,,"123,348,750",0,"△ 72,100","△ 72,100","123,276,650"
,,001,,,,,,,内閣官房共通費,,"43,153,402",0,"△ 72,100","△ 72,100","43,081,302"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"1,740,598",0,"△ 72,100","△ 72,100","1,668,498"
,,,95,016,2,12,9,06,,諸謝金外34目,"41,412,804",0,0,0,"41,412,804"
,,002,,,,,,,内閣官房施設費,,"858,143",0,0,0,"858,143"
,,003,,,,,,,情報収集衛星業務費,,"77,799,985",0,0,0,"77,799,985"
,,004,,,,,,,情報収集衛星施設費,,"1,537,220",0,0,0,"1,537,220"
,内閣法制局,,,,,,,,,,"1,284,355",0,"△ 22,468","△ 22,468","1,261,887"
,,011,,,,,,,内閣法制局,,"1,284,355",0,"△ 22,468","△ 22,468","1,261,887"
,,,95,016,2,11,1,02,,職員基本給,"477,338",0,"△ 17,313","△ 17,313","460,025"
,,,95,016,2,11,1,03,,職員諸手当,"257,259",0,"△ 5,065","△ 5,065","252,194"
,,,95,089,2,11,1,05,,児童手当,"4,790",0,△ 90,△ 90,"4,700"
,,,95,016,2,12,9,06,,諸謝金外8目,"544,968",0,0,0,"544,968"
,人事院,,,,,,,,,,"11,692,148",0,"△ 57,141","△ 57,141","11,635,007"
,,021,,,,,,,人事院,,"11,692,148",0,"△ 57,141","△ 57,141","11,635,007"
,,,95,016,2,11,1,02,,職員基本給,"3,255,783",0,"△ 32,975","△ 32,975","3,222,808"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"93,700",0,"△ 24,166","△ 24,166","69,534"
,,,95,016,2,12,9,06,,諸謝金外32目,"8,342,665",0,0,0,"8,342,665"
内閣府,内閣本府,,,,,,,,,,"642,033,736","17,277,511","△ 417,284","16,860,227","658,893,963"
,,001,,,,,,,内閣本府共通費,,"27,965,364",0,"△ 312,870","△ 312,870","27,652,494"
,,,95,016,2,11,1,02,,職員基本給,"6,210,070",0,"△ 68,948","△ 68,948","6,141,122"
,,,95,016,2,11,1,05,,委員手当,"207,476",0,"△ 23,297","△ 23,297","184,179"
,,,95,016,2,11,1,05,,非常勤職員手当,"649,294",0,"△ 48,941","△ 48,941","600,353"
,,,95,016,2,11,1,05,,退職手当,"1,980,617",0,"△ 170,137","△ 170,137","1,810,480"
,,,95,016,2,12,3,09,,庁費,"3,880,649",0,"△ 1,547","△ 1,547","3,879,102"
,,,95,016,2,12,9,06,,諸謝金外31目,"15,037,258",0,0,0,"15,037,258"
,,002,,,,,,,内閣本府施設費,,"868,304",0,0,0,"868,304"
,,003,,,,,,,公文書等管理政策費,,"155,011",0,0,0,"155,011"
,,004,,,,,,,独立行政法人国立公文書館運営費,,"2,019,653",0,0,0,"2,019,653"
,,005,,,,,,,政府広報費,,"11,147,786",0,"△ 1,745","△ 1,745","11,146,041"
,,,95,016,2,11,1,05,,非常勤職員手当,"6,704",0,"△ 1,745","△ 1,745","4,959"
,,,95,016,2,12,9,06,,諸謝金外4目,"11,141,082",0,0,0,"11,141,082"
,,007,,,,,,,経済財政政策費,,"2,240,797",0,"△ 1,304","△ 1,304","2,239,493"
,,,95,016,2,11,1,05,,委員手当,"3,479",0,△ 678,△ 678,"2,801"
,,,95,016,2,11,1,05,,非常勤職員手当,"9,120",0,△ 626,△ 626,"8,494"
,,,95,016,2,12,9,06,,諸謝金外12目,"2,228,198",0,0,0,"2,228,198"
,,009,,,,,,,地方創生支援費,,"1,588,590",0,"△ 8,309","△ 8,309","1,580,281"
,,,95,016,2,11,1,05,,非常勤職員手当,"47,775",0,"△ 8,309","△ 8,309","39,466"
,,,95,016,2,12,9,06,,諸謝金外7目,"1,540,815",0,0,0,"1,540,815"
,,012,,,,,,,科学技術・イノベーション政策費,,"460,518",0,△ 565,△ 565,"459,953"
,,,95,016,2,11,1,05,,非常勤職員手当,"60,184",0,△ 565,△ 565,"59,619"
,,,95,016,2,12,9,06,,諸謝金外11目,"400,334",0,0,0,"400,334"
,,196,,,,,,,科学技術イノベーション創造推進費,,"50,000,000",0,0,0,"50,000,000"
,,199,,,,,,,国立研究開発法人日本医療研究開発機構出資,,"55,000,000",0,0,0,"55,000,000"
,,006,,,,,,,遺棄化学兵器廃棄処理事業費,,"34,573,070",0,"△ 24,068","△ 24,068","34,549,002"
,,,95,199,2,11,1,05,,非常勤職員手当,"117,846",0,"△ 24,068","△ 24,068","93,778"
,,,95,199,2,12,9,06,,諸謝金外4目,"34,455,224",0,0,0,"34,455,224"
,,013,,,,,,,防災政策費,,"83,175,216","17,277,511",△ 3,"17,277,508","100,452,724"
,,,95,016,2,11,1,05,,非常勤職員手当,"17,086",0,△ 3,△ 3,"17,083"
,,,95,088,2,86,5,16,,災害救助費等負担金,"57,464,329","17,011,076",0,"17,011,076","74,475,405"
,,,95,088,1,95,9,23,,災害援護貸付金,"439,200","266,435",0,"266,435","705,635"
,,,95,016,2,12,2,08,,職員旅費外10目,"25,254,601",0,0,0,"25,254,601"
,,191,,,,,,,原子力災害対策費,,"10,000,000",0,0,0,"10,000,000"
,,193,,,,,,,電源開発促進税財源原子力安全規制対策費エネルギー対策特別会計へ繰入,,"9,980,000",0,0,0,"9,980,000"
,,015,,,,,,,沖縄政策費,,"28,367,025",0,△ 21,△ 21,"28,367,004"
,,,95,016,2,11,1,05,,委員手当,130,0,△ 21,△ 21,109
,,,95,016,2,12,9,06,,諸謝金外19目,"28,366,895",0,0,0,"28,366,895"
,,187,,,,,,,沖縄振興交付金事業推進費,,"161,941,234",0,0,0,"161,941,234"
,,188,,,,,,,沖縄北部連携促進特別振興事業費,,"2,572,000",0,0,0,"2,572,000"
,,189,,,,,,,沖縄振興推進調査費,,"61,714",0,0,0,"61,714"
,,022,,,,,,,沖縄教育振興事業費,,"9,422,932",0,0,0,"9,422,932"
,,023,,,,,,,沖縄保健衛生諸費,,"1,987",0,0,0,"1,987"
,,028,,,,,,,沖縄開発事業費,,"97,229,760",0,0,0,"97,229,760"
,,190,,,,,,,沖縄北部連携促進特別振興対策特定開発事業推進費,,"2,572,000",0,0,0,"2,572,000"
,,032,,,,,,,共生社会政策費,,"3,071,704",0,"△ 3,737","△ 3,737","3,067,967"
,,,95,016,2,11,1,05,,非常勤職員手当,"19,026",0,"△ 3,737","△ 3,737","15,289"
,,,95,016,2,12,9,06,,諸謝金外8目,"3,052,678",0,0,0,"3,052,678"
,,033,,,,,,,栄典行政費,,"2,716,191",0,0,0,"2,716,191"
,,034,,,,,,,男女共同参画社会形成促進費,,"730,344",0,"△ 2,366","△ 2,366","727,978"
,,,95,016,2,11,1,05,,非常勤職員手当,"19,280",0,"△ 2,366","△ 2,366","16,914"
,,,95,016,2,12,9,06,,諸謝金外5目,"711,064",0,0,0,"711,064"
,,038,,,,,,,食品安全政策費,,"326,720",0,△ 16,△ 16,"326,704"
,,,95,016,2,11,1,05,,委員手当,247,0,△ 16,△ 16,231
,,,95,016,2,12,9,06,,諸謝金外6目,"326,473",0,0,0,"326,473"
,,040,,,,,,,公益法人制度適正運営推進費,,"296,283",0,0,0,"296,283"
,,041,,,,,,,経済社会総合研究所,,"1,989,723",0,"△ 60,854","△ 60,854","1,928,869"
,,,13,073,2,11,1,02,,職員基本給,"721,949",0,"△ 30,684","△ 30,684","691,265"
,,,13,073,2,11,1,03,,職員諸手当,"351,647",0,"△ 5,031","△ 5,031","346,616"
,,,13,073,2,11,1,05,,非常勤職員手当,"11,741",0,"△ 4,387","△ 4,387","7,354"
,,,13,073,2,11,1,05,,短時間勤務職員給与,"40,986",0,"△ 20,602","△ 20,602","20,384"
,,,13,089,2,11,1,05,,児童手当,"4,560",0,△ 150,△ 150,"4,410"
,,,13,073,2,12,9,06,,諸謝金外11目,"858,840",0,0,0,"858,840"
,,042,,,,,,,迎賓施設運営費,,"2,232,078",0,0,0,"2,232,078"
,,047,,,,,,,沖縄空港整備事業費自動車安全特別会計へ繰入,,"24,343,732",0,"△ 1,426","△ 1,426","24,342,306"
,,,43,052,1,92,6,00,,空港整備事業財源自動車安全特別会計へ繰入,"24,343,732",0,"△ 1,426","△ 1,426","24,342,306"
,,049,,,,,,,航空機燃料税財源沖縄空港整備事業費自動車安全特別会計へ繰入,,"14,984,000",0,0,0,"14,984,000"
,地方創生推進事務局,,,,,,,,,,"194,079,140",0,"△ 1,921","△ 1,921","194,077,219"
,,231,,,,,,,地方創生推進事務局,,"1,579,140",0,"△ 1,921","△ 1,921","1,577,219"
,,,95,016,2,11,1,02,,職員基本給,"22,347",0,"△ 1,265","△ 1,265","21,082"
,,,95,016,2,11,1,05,,委員手当,"2,359",0,△ 621,△ 621,"1,738"
,,,95,089,2,11,1,05,,児童手当,420,0,△ 35,△ 35,385
,,,95,016,2,12,9,06,,諸謝金外11目,"1,554,014",0,0,0,"1,554,014"
,,232,,,,,,,総合特区推進調整費,,"2,500,000",0,0,0,"2,500,000"
,,233,,,,,,,地方創生推進費,,"145,412,000",0,0,0,"145,412,000"
,,234,,,,,,,地方創生基盤整備事業推進費,,"44,588,000",0,0,0,"44,588,000"
,知的財産戦略推進事務局,,,,,,,,,,"274,279",0,"△ 6,035","△ 6,035","268,244"
,,241,,,,,,,知的財産戦略推進事務局,,"274,279",0,"△ 6,035","△ 6,035","268,244"
,,,95,016,2,11,1,02,,職員基本給,"15,192",0,△ 226,△ 226,"14,966"
,,,95,016,2,11,1,03,,職員諸手当,"8,838",0,"△ 2,307","△ 2,307","6,531"
,,,95,016,2,11,1,05,,委員手当,"5,313",0,"△ 1,009","△ 1,009","4,304"
,,,95,016,2,11,1,05,,非常勤職員手当,"23,796",0,"△ 2,493","△ 2,493","21,303"
,,,95,016,2,12,9,06,,諸謝金外4目,"221,140",0,0,0,"221,140"
,宇宙開発戦略推進事務局,,,,,,,,,,"19,472,525",0,"△ 13,796","△ 13,796","19,458,729"
,,251,,,,,,,宇宙開発戦略推進事務局,,"19,472,525",0,"△ 13,796","△ 13,796","19,458,729"
,,,95,016,2,11,1,02,,職員基本給,"80,125",0,"△ 6,980","△ 6,980","73,145"
,,,95,016,2,11,1,03,,職員諸手当,"43,171",0,"△ 1,336","△ 1,336","41,835"
,,,95,016,2,11,1,05,,委員手当,"10,541",0,"△ 2,597","△ 2,597","7,944"
,,,95,016,2,11,1,05,,非常勤職員手当,"24,338",0,"△ 2,258","△ 2,258","22,080"
,,,95,089,2,11,1,05,,児童手当,"1,320",0,△ 625,△ 625,695
,,,95,016,2,12,9,06,,諸謝金外9目,"19,313,030",0,0,0,"19,313,030"
,北方対策本部,,,,,,,,,,"1,606,610",0,"△ 6,633","△ 6,633","1,599,977"
,,061,,,,,,,北方対策本部,,"370,514",0,"△ 6,633","△ 6,633","363,881"
,,,95,016,2,11,1,02,,職員基本給,"68,050",0,"△ 4,472","△ 4,472","63,578"
,,,95,016,2,11,1,03,,職員諸手当,"35,046",0,"△ 1,888","△ 1,888","33,158"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"8,063",0,△ 273,△ 273,"7,790"
,,,95,016,2,12,9,06,,諸謝金外5目,"259,355",0,0,0,"259,355"
,,062,,,,,,,独立行政法人北方領土問題対策協会運営費,,"1,236,096",0,0,0,"1,236,096"
,子ども・子育て本部,,,,,,,,,,"1,933,098,830","21,732,451","△ 24,499,677","△ 2,767,226","1,930,331,604"
,,211,,,,,,,子ども・子育て本部,,"6,098,870",0,"△ 32,199","△ 32,199","6,066,671"
,,,95,016,2,11,1,02,,職員基本給,"150,899",0,"△ 17,134","△ 17,134","133,765"
,,,95,016,2,11,1,03,,職員諸手当,"76,317",0,"△ 10,005","△ 10,005","66,312"
,,,95,016,2,11,1,05,,委員手当,"5,546",0,"△ 2,550","△ 2,550","2,996"
,,,95,016,2,11,1,05,,非常勤職員手当,"10,541",0,△ 800,△ 800,"9,741"
,,,95,089,2,11,1,05,,児童手当,"3,120",0,"△ 1,710","△ 1,710","1,410"
,,,95,016,2,12,9,06,,諸謝金外9目,"5,852,447",0,0,0,"5,852,447"
,,212,,,,,,,子どものための教育・保育給付,,"650,417,268","21,732,451",0,"21,732,451","672,149,719"
,,,05,083,2,81,5,16,,子どものための教育・保育給付費負担金,"642,818,282","21,732,451",0,"21,732,451","664,550,733"
,,,05,083,2,81,5,16,,子どものための教育・保育給付費補助金外1目,"7,598,986",0,0,0,"7,598,986"
,,213,,,,,,,子ども・子育て支援年金特別会計へ繰入,,"1,276,582,692",0,"△ 24,467,478","△ 24,467,478","1,252,115,214"
,,,06,089,2,30,6,22,,年金特別会計へ繰入,"48,076,450",0,"△ 89,925","△ 89,925","47,986,525"
,,,05,089,2,30,6,22,,児童手当年金特別会計へ繰入,"1,185,799,416",0,"△ 24,377,553","△ 24,377,553","1,161,421,863"
,,,05,089,2,30,6,22,,地域子ども・子育て支援事業年金特別会計へ繰入,"42,706,826",0,0,0,"42,706,826"
,国際平和協力本部,,,,,,,,,,"609,720",0,"△ 11,516","△ 11,516","598,204"
,,071,,,,,,,国際平和協力本部,,"609,720",0,"△ 11,516","△ 11,516","598,204"
,,,95,016,2,11,1,02,,職員基本給,"124,993",0,"△ 4,577","△ 4,577","120,416"
,,,95,016,2,11,1,03,,職員諸手当,"87,013",0,△ 917,△ 917,"86,096"
,,,95,016,2,11,1,05,,非常勤職員手当,"31,500",0,"△ 5,602","△ 5,602","25,898"
,,,95,089,2,11,1,05,,児童手当,"1,770",0,△ 420,△ 420,"1,350"
,,,95,016,2,12,9,06,,諸謝金外8目,"364,444",0,0,0,"364,444"
,日本学術会議,,,,,,,,,,"1,011,011",0,"△ 22,336","△ 22,336","988,675"
,,081,,,,,,,日本学術会議,,"1,011,011",0,"△ 22,336","△ 22,336","988,675"
,,,95,072,2,11,1,02,,職員基本給,"258,881",0,"△ 15,215","△ 15,215","243,666"
,,,95,072,2,11,1,03,,職員諸手当,"126,787",0,"△ 4,031","△ 4,031","122,756"
,,,95,072,2,11,1,05,,非常勤職員手当,"12,012",0,△ 553,△ 553,"11,459"
,,,95,072,2,11,1,05,,短時間勤務職員給与,"8,404",0,△ 340,△ 340,"8,064"
,,,95,089,2,11,1,05,,児童手当,"2,040",0,△ 405,△ 405,"1,635"
,,,95,072,2,72,5,16,,国際学術連合会議等分担金,"113,806",0,"△ 1,792","△ 1,792","112,014"
,,,95,072,2,12,9,06,,諸謝金外13目,"489,081",0,0,0,"489,081"
,官民人材交流センター,,,,,,,,,,"270,448",0,"△ 4,702","△ 4,702","265,746"
,,091,,,,,,,官民人材交流センター,,"270,448",0,"△ 4,702","△ 4,702","265,746"
,,,95,016,2,11,1,02,,職員基本給,"109,413",0,"△ 1,154","△ 1,154","108,259"
,,,95,016,2,11,1,03,,職員諸手当,"55,181",0,"△ 3,548","△ 3,548","51,633"
,,,95,016,2,12,9,06,,諸謝金外8目,"105,854",0,0,0,"105,854"
,沖縄総合事務局,,,,,,,,,,"10,907,667",0,"△ 212,766","△ 212,766","10,694,901"
,,101,,,,,,,沖縄総合事務局,,"5,434,159",0,"△ 38,514","△ 38,514","5,395,645"
,,,95,016,2,11,1,02,,職員基本給,"2,518,644",0,"△ 16,745","△ 16,745","2,501,899"
,,,95,016,2,11,1,03,,職員諸手当,"1,278,778",0,"△ 4,860","△ 4,860","1,273,918"
,,,95,016,2,11,1,05,,非常勤職員手当,"58,477",0,"△ 3,099","△ 3,099","55,378"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"76,308",0,"△ 11,535","△ 11,535","64,773"
,,,95,089,2,11,1,05,,児童手当,"54,480",0,"△ 2,275","△ 2,275","52,205"
,,,95,016,2,12,9,06,,諸謝金外16目,"1,447,472",0,0,0,"1,447,472"
,,108,,,,,,,沖縄海岸事業調査諸費,,"3,500",0,0,0,"3,500"
,,102,,,,,,,沖縄治水事業工事諸費,,"1,875,874",0,"△ 9,831","△ 9,831","1,866,043"
,,,41,051,1,20,1,02,,職員基本給,"177,922",0,"△ 3,659","△ 3,659","174,263"
,,,41,051,1,20,1,03,,職員諸手当,"97,401",0,"△ 1,432","△ 1,432","95,969"
,,,41,051,1,20,1,05,,退職手当,"51,711",0,"△ 1,093","△ 1,093","50,618"
,,,41,089,1,11,1,05,,児童手当,"6,260",0,△ 440,△ 440,"5,820"
,,,41,051,1,20,3,09,,電子計算機借料,"21,104",0,"△ 2,021","△ 2,021","19,083"
,,,41,051,1,20,5,16,,国家公務員共済組合負担金,"47,617",0,"△ 1,186","△ 1,186","46,431"
,,,41,051,1,20,9,06,,諸謝金外15目,"1,473,859",0,0,0,"1,473,859"
,,109,,,,,,,沖縄道路整備事業工事諸費,,"1,461,000",0,"△ 71,796","△ 71,796","1,389,204"
,,,42,052,1,20,1,02,,職員基本給,"412,589",0,"△ 9,735","△ 9,735","402,854"
,,,42,052,1,20,1,03,,職員諸手当,"217,746",0,"△ 5,632","△ 5,632","212,114"
,,,42,052,1,20,1,05,,退職手当,"96,741",0,"△ 44,866","△ 44,866","51,875"
,,,42,089,1,11,1,05,,児童手当,"11,040",0,△ 95,△ 95,"10,945"
,,,42,052,1,20,5,16,,国家公務員共済組合負担金,"115,437",0,"△ 11,468","△ 11,468","103,969"
,,,42,052,1,20,9,06,,諸謝金外15目,"607,447",0,0,0,"607,447"
,,104,,,,,,,沖縄港湾空港整備事業工事諸費,,"991,901",0,"△ 52,921","△ 52,921","938,980"
,,,43,052,1,20,1,02,,職員基本給,"298,006",0,"△ 15,167","△ 15,167","282,839"
,,,43,052,1,20,1,03,,職員諸手当,"175,122",0,"△ 4,691","△ 4,691","170,431"
,,,43,052,1,20,1,05,,退職手当,"55,621",0,"△ 24,310","△ 24,310","31,311"
,,,43,089,1,11,1,05,,児童手当,"8,530",0,"△ 2,550","△ 2,550","5,980"
,,,43,052,1,20,3,09,,電子計算機借料,"25,728",0,"△ 2,148","△ 2,148","23,580"
,,,43,052,1,20,5,16,,国家公務員共済組合負担金,"77,876",0,"△ 4,055","△ 4,055","73,821"
,,,43,052,1,20,9,06,,諸謝金外13目,"351,018",0,0,0,"351,018"
,,110,,,,,,,沖縄道路環境整備事業工事諸費,,"141,000",0,"△ 6,848","△ 6,848","134,152"
,,,44,052,1,20,1,02,,職員基本給,"44,117",0,"△ 4,098","△ 4,098","40,019"
,,,44,052,1,20,1,03,,職員諸手当,"22,681",0,△ 752,△ 752,"21,929"
,,,44,052,1,20,3,09,,電子計算機借料,"4,504",0,△ 357,△ 357,"4,147"
,,,44,052,1,20,5,16,,国家公務員共済組合負担金,"12,252",0,"△ 1,641","△ 1,641","10,611"
,,,44,052,1,20,9,06,,諸謝金外11目,"57,446",0,0,0,"57,446"
,,106,,,,,,,沖縄国営公園事業工事諸費,,"193,050",0,"△ 4,955","△ 4,955","188,095"
,,,45,052,1,20,1,02,,職員基本給,"59,164",0,△ 849,△ 849,"58,315"
,,,45,052,1,20,1,03,,職員諸手当,"35,059",0,"△ 1,387","△ 1,387","33,672"
,,,45,052,1,20,1,05,,退職手当,"2,134",0,△ 498,△ 498,"1,636"
,,,45,089,1,11,1,05,,児童手当,"2,100",0,△ 775,△ 775,"1,325"
,,,45,052,1,20,3,09,,電子計算機借料,"7,192",0,"△ 1,446","△ 1,446","5,746"
,,,45,052,1,20,9,06,,諸謝金外12目,"87,401",0,0,0,"87,401"
,,107,,,,,,,沖縄農業生産基盤整備事業工事諸費,,"803,387",0,"△ 27,901","△ 27,901","775,486"
